duplicate_group_id,duplicate_status_repaired,duplicate_match_level,duplicate_keep,listing_id,source,source_listing_id,url,city,neighborhood_clean,surface_m2,price_mad,bedrooms,bathrooms,title_raw,source_record_path
confirmed-5b413249e6b1,confirmed_duplicate,C_exact_fingerprint_and_title_cross_batch,False,mubawab.ma:content:cf17fb652ac5ca887e47df53,mubawab.ma,,,Marrakech,Hivernage,52.0,1300000.0,1.0,1.0,Apartment to purchase in Hivernage. 2 rooms. Furnishings,git:HEAD:data/raw/maisonlux_maroc_complet.csv
confirmed-6584c83340ba,unique,C_exact_fingerprint_and_title_cross_batch,True,mubawab.ma:native:8312795,mubawab.ma,8312795.0,https://www.mubawab.ma/fr/a/8312795/appartement-avec-terrasse-bien-plac%C3%A9-%C3%A0-racine,Casablanca,Racine,181.0,2800000.0,3.0,2.0,Appartement avec terrasse bien placé à Racine,data\external\recovery_archive\20260902T224619Z\dangling_v3_tree_87e06eeb\data\raw\maisonlux_scrapy_v3.csv
confirmed-6584c83340ba,confirmed_duplicate,C_exact_fingerprint_and_title_cross_batch,False,mubawab.ma:content:356acde145259a40f75f6bdd,mubawab.ma,,,Casablanca,Racine,181.0,2800000.0,3.0,2.0,Appartement avec terrasse bien placé à Racine,git:HEAD:data/raw/maisonlux_maroc_complet.csv
confirmed-74c01b889c2c,unique,C_exact_fingerprint_and_title_cross_batch,True,mubawab.ma:native:8152034,mubawab.ma,8152034.0,https://www.mubawab.ma/fr/a/8152034/vente-appartement-rdc-avec-jardin-rabat-mabella,Rabat,Aviation - Mabella,216.0,2700000.0,3.0,2.0,Vente Appartement RDC avec jardin Rabat Mabella,data\external\recovery_archive\20260902T224619Z\dangling_v3_tree_87e06eeb\data\raw\maisonlux_scrapy_v3.csv
confirmed-74c01b889c2c,confirmed_duplicate,C_exact_fingerprint_and_title_cross_batch,False,mubawab.ma:content:82db81d8192c45a40fb4e843,mubawab.ma,,,Rabat,Aviation - Mabella,216.0,2700000.0,3.0,2.0,Vente Appartement RDC avec jardin Rabat Mabella,git:HEAD:data/raw/maisonlux_maroc_complet.csv
confirmed-7b2da866c39b,unique,C_exact_fingerprint_and_title_cross_batch,True,mubawab.ma:native:8369864,mubawab.ma,8369864.0,https://www.mubawab.ma/fr/a/8369864/rez-de-jardin-a-vendre-hay-riad,Rabat,Riyad,110.0,3950000.0,2.0,2.0,Rez de Jardin a vendre hay riad,data\external\recovery_archive\20260902T224619Z\dangling_v3_tree_87e06eeb\data\raw\maisonlux_scrapy_v3.csv
confirmed-7b2da866c39b,confirmed_duplicate,C_exact_fingerprint_and_title_cross_batch,False,mubawab.ma:content:d56d897bfa0b4c0474467c46,mubawab.ma,,,Rabat,Riyad,110.0,3950000.0,2.0,2.0,Rez de Jardin a vendre hay riad,git:HEAD:data/raw/maisonlux_maroc_complet.csv
confirmed-a80c0287ec18,unique,C_exact_fingerprint_and_title_cross_batch,True,mubawab.ma:native:8351314,mubawab.ma,8351314.0,https://www.mubawab.ma/fr/a/8351314/appartement-meubl%C3%A9e-%C3%A0-vendre-tanger,Tanger,Mghogha,100.0,1050000.0,3.0,1.0,Appartement meublée à vendre Tanger,data\external\recovery_archive\20260902T224619Z\dangling_v3_tree_87e06eeb\data\raw\maisonlux_scrapy_v3.csv
confirmed-a80c0287ec18,confirmed_duplicate,C_exact_fingerprint_and_title_cross_batch,False,mubawab.ma:content:e02b7660f38ebc4712426a5f,mubawab.ma,,,Tanger,Mghogha,100.0,1050000.0,3.0,1.0,Appartement meublée à vendre Tanger,git:HEAD:data/raw/maisonlux_maroc_complet.csv
confirmed-aa3e6e841ba6,unique,C_exact_fingerprint_and_title_cross_batch,True,mubawab.ma:native:8366819,mubawab.ma,8366819.0,https://www.mubawab.ma/fr/a/8366819/splendide-appartement-meubl%C3%A9-sans-vis-%C3%A0-vis,Rabat,Agdal,120.0,3200000.0,3.0,2.0,Splendide appartement meublé sans vis à vis,data\external\recovery_archive\20260902T224619Z\dangling_v3_tree_87e06eeb\data\raw\maisonlux_scrapy_v3.csv
