duplicate_group_id,duplicate_status_repaired,duplicate_match_level,duplicate_keep,listing_id,source,source_listing_id,url,city,neighborhood_clean,surface_m2,price_mad,bedrooms,bathrooms,title_raw,source_record_path
possible-2d25df53e132,possible_duplicate,C_exact_structured_fingerprint|D_similar_title_close_price_surface_city,True,mubawab.ma:content:e1c130ae72cc9d2b9bc21114,mubawab.ma,,,Casablanca,Casablanca Marina,71.0,2500000.0,1.0,2.0,"Appartement à Vendre de 71.0 m² à Casablanca, Casablanca Mar...",git:HEAD:data/raw/maisonlux_maroc_complet.csv
possible-2d76eb842dc4,possible_duplicate,C_exact_structured_fingerprint,True,mubawab.ma:url:aa3659250ba3a0051f7f4a81,mubawab.ma,,https://www.mubawab.ma/fr/pa/8137156/nouvelle-r%C3%A9sidence-nozha-ain-seba%C3%A2-appartement-2-chambres,Casablanca,Aïn Sebaâ,93.0,1211260.0,2.0,2.0,,data\external\recovery_archive\20260902T224619Z\misplaced_notebook_data\data\raw\maisondelux_raw.csv
possible-2d76eb842dc4,possible_duplicate,C_exact_structured_fingerprint,True,mubawab.ma:content:d1f6c5a3450c763663a74698,mubawab.ma,,,Casablanca,Aïn Sebaâ,93.0,1211260.0,2.0,2.0,Nouvelle Résidence Nozha Ain Sebaâ _ Appartement 2 chambres,git:HEAD:data/raw/maisonlux_maroc_complet.csv
possible-2d7888e1e09f,possible_duplicate,C_exact_structured_fingerprint|D_similar_title_close_price_surface_city,True,mubawab.ma:native:8302496,mubawab.ma,8302496.0,https://www.mubawab.ma/fr/a/8302496/appartement-%C3%A0-vendre-108-m%C2%B2-2-chambres-oulfa-casablanca,Casablanca,Oulfa,108.0,1300000.0,2.0,1.0,,data\external\recovery_archive\20260902T224619Z\misplaced_notebook_data\data\raw\maisondelux_raw.csv
possible-2d7888e1e09f,possible_duplicate,C_exact_structured_fingerprint|D_similar_title_close_price_surface_city,True,mubawab.ma:content:1da5b82a1774fb829be1afc0,mubawab.ma,,,Casablanca,Oulfa,108.0,1290000.0,2.0,1.0,"Appartement à vendre 108 m², 2 chambres Oulfa Casablanca",git:HEAD:data/raw/maisonlux_maroc_complet.csv
possible-2d7888e1e09f,possible_duplicate,C_exact_structured_fingerprint|D_similar_title_close_price_surface_city,True,mubawab.ma:content:da54d9a6fb1fa229c95cdc34,mubawab.ma,,,Casablanca,Oulfa,108.0,1300000.0,2.0,1.0,"Appartement à vendre 108 m², 2 chambres Oulfa Casablanca",git:HEAD:data/raw/maisonlux_maroc_complet.csv
possible-2d8fed16a9ed,possible_duplicate,C_exact_structured_fingerprint,True,mubawab.ma:native:8264008,mubawab.ma,8264008.0,https://www.mubawab.ma/fr/a/8264008/appartement-%C3%A0-vendre-181-m%C2%B2-3-chambres-gauthier-casablanca,Casablanca,Gauthier,181.0,3950000.0,3.0,2.0,,data\external\recovery_archive\20260902T224619Z\misplaced_notebook_data\data\raw\maisondelux_raw.csv
possible-2d8fed16a9ed,possible_duplicate,C_exact_structured_fingerprint,True,mubawab.ma:content:b6a08bb183c5f822c7749dc2,mubawab.ma,,,Casablanca,Gauthier,181.0,3950000.0,3.0,2.0,"Appartement à vendre 181 m², 3 chambres Gauthier Casablanca",git:HEAD:data/raw/maisonlux_maroc_complet.csv
possible-2d97a46acc94,possible_duplicate,C_exact_structured_fingerprint,True,mubawab.ma:native:8309161,mubawab.ma,8309161.0,https://www.mubawab.ma/fr/a/8309161/appartement-%C3%A0-vendre-156-m%C2%B2-3-chambres-nassim-1-casablanca,Casablanca,Nassim 1,156.0,1490000.0,3.0,2.0,,data\external\recovery_archive\20260902T224619Z\misplaced_notebook_data\data\raw\maisondelux_raw.csv
possible-2d97a46acc94,possible_duplicate,C_exact_structured_fingerprint,True,mubawab.ma:content:6a1c0bb02976eb20ab0b5e0e,mubawab.ma,,,Casablanca,Nassim 1,156.0,1490000.0,3.0,2.0,"Appartement à vendre 156 m², 3 chambres Nassim 1 Casablanca",git:HEAD:data/raw/maisonlux_maroc_complet.csv
possible-2d99b8d240b4,possible_duplicate,C_exact_structured_fingerprint,True,mubawab.ma:content:19e9a391f669d1204f3e2ba6,mubawab.ma,,,Casablanca,La Gironde,89.0,1150000.0,3.0,2.0,"Appartement à Vendre de 89.0 m² à Casablanca, La Gironde",git:HEAD:data/raw/maisonlux_maroc_complet.csv
possible-2d99b8d240b4,possible_duplicate,C_exact_structured_fingerprint,True,mubawab.ma:content:c2e193bcaf70a2ea56e6aa5d,mubawab.ma,,,Casablanca,La Gironde,89.0,1150000.0,3.0,2.0,"Appartement à vendre 89 m², 3 chambres La Gironde Casablanca",git:HEAD:data/raw/maisonlux_maroc_complet.csv
possible-2dea802e3e56,possible_duplicate,C_exact_structured_fingerprint,True,mubawab.ma:native:8273305,mubawab.ma,8273305.0,https://www.mubawab.ma/fr/a/8273305/appartement-%C3%A0-vendre-de-433-0-m%C2%B2-%C3%A0-casablanca-les-princesses,Casablanca,Les princesses,433.0,7300000.0,4.0,4.0,,data\external\recovery_archive\20260902T224619Z\misplaced_notebook_data\data\raw\maisondelux_raw.csv
possible-2dea802e3e56,possible_duplicate,C_exact_structured_fingerprint,True,mubawab.ma:content:9ba6c877fe4a2dd2df42d9a0,mubawab.ma,,,Casablanca,Les princesses,433.0,7300000.0,4.0,4.0,"Appartement à Vendre de 433.0 m² à Casablanca, Les Princesse...",git:HEAD:data/raw/maisonlux_maroc_complet.csv
possible-2e27a6f5f24c,possible_duplicate,C_exact_structured_fingerprint,True,mubawab.ma:native:8151642,mubawab.ma,8151642.0,https://www.mubawab.ma/fr/a/8151642/appartement-%C3%A0-vendre-de-162-0-m%C2%B2-%C3%A0-casablanca-maarif-extension,Casablanca,Maârif Extension,162.0,2600000.0,3.0,3.0,,data\external\recovery_archive\20260902T224619Z\misplaced_notebook_data\data\raw\maisondelux_raw.csv
possible-2e27a6f5f24c,possible_duplicate,C_exact_structured_fingerprint,True,mubawab.ma:content:d7ec4768f99e8e9da300ea24,mubawab.ma,,,Casablanca,Maârif Extension,162.0,2600000.0,3.0,3.0,"Appartement à Vendre de 162.0 m² à Casablanca, Maarif Extens...",git:HEAD:data/raw/maisonlux_maroc_complet.csv
possible-2e53f9307196,possible_duplicate,C_exact_structured_fingerprint,True,mubawab.ma:native:8342100,mubawab.ma,8342100.0,https://www.mubawab.ma/fr/a/8342100/appartement-%C3%A0-vendre-186-m%C2%B2-3-chambres-ain-diab-casablanca,Casablanca,Ain Diab,186.0,7000000.0,3.0,3.0,,data\external\recovery_archive\20260902T224619Z\misplaced_notebook_data\data\raw\maisondelux_raw.csv
possible-2e53f9307196,possible_duplicate,C_exact_structured_fingerprint,True,mubawab.ma:content:ad81e18992577451940b1d0a,mubawab.ma,,,Casablanca,Ain Diab,186.0,7000000.0,3.0,3.0,"Appartement à vendre 186 m², 3 chambres Ain Diab Casablanca",git:HEAD:data/raw/maisonlux_maroc_complet.csv
possible-2e6249d5d75c,possible_duplicate,C_exact_structured_fingerprint,True,mubawab.ma:native:8312031,mubawab.ma,8312031.0,https://www.mubawab.ma/fr/a/8312031/appartement-%C3%A0-vendre-de-89-0-m%C2%B2-%C3%A0-casablanca-mers-sultan,Casablanca,Mers Sultan,89.0,1650000.0,3.0,2.0,,data\external\recovery_archive\20260902T224619Z\misplaced_notebook_data\data\raw\maisondelux_raw.csv
possible-2e6249d5d75c,possible_duplicate,C_exact_structured_fingerprint,True,mubawab.ma:content:f8195a4301296e91fae04158,mubawab.ma,,,Casablanca,Mers Sultan,89.0,1650000.0,3.0,2.0,"Appartement à Vendre de 89.0 m² à Casablanca, Mers Sultan",git:HEAD:data/raw/maisonlux_maroc_complet.csv
possible-2e686624d186,possible_duplicate,C_exact_structured_fingerprint,True,mubawab.ma:content:251959790f462076c9671d2c,mubawab.ma,,,Tanger,Tanger City Center,62.0,1740000.0,,,Bel appartement à vendre à View Tower. Une chambre,git:HEAD:data/raw/maisonlux_maroc_complet.csv
possible-2e686624d186,possible_duplicate,C_exact_structured_fingerprint,True,mubawab.ma:content:9ca8485e7a4ebd5bba90eaf9,mubawab.ma,,,Tanger,Tanger City Center,62.0,1740000.0,,,Appartement à l'achat à Tanger City Center. Surface de 62 m²,git:HEAD:data/raw/maisonlux_maroc_complet.csv
possible-2e785b3ded76,possible_duplicate,C_exact_structured_fingerprint,True,mubawab.ma:url:887ac043943c5c6999146ba5,mubawab.ma,,https://www.mubawab.ma/fr/pa/7676270/bel-appartement-%C3%A0-vendre-%C3%A0-tanja-balia,Tanger,Tanja Balia,81.0,1134000.0,2.0,2.0,,data\external\recovery_archive\20260902T224619Z\misplaced_notebook_data\data\raw\maisondelux_raw.csv
possible-2e785b3ded76,possible_duplicate,C_exact_structured_fingerprint,True,mubawab.ma:content:d4c36a4e6accba203decb1f0,mubawab.ma,,,Tanger,Tanja Balia,81.0,1134000.0,2.0,2.0,Appartement avec piscine à Tanja Balia,git:HEAD:data/raw/maisonlux_maroc_complet.csv
possible-2e81da28c109,possible_duplicate,C_exact_structured_fingerprint|D_similar_title_close_price_surface_city,True,mubawab.ma:url:12e8c3992a4665ac593e8609,mubawab.ma,,https://www.mubawab.ma/fr/pa/8133497/tr%C3%A8s-bel-appartement-de-108-m2-casa-belvedere,Casablanca,Belvédère,108.0,1520000.0,2.0,2.0,,data\external\recovery_archive\20260902T224619Z\misplaced_notebook_data\data\raw\maisondelux_raw.csv
possible-2e81da28c109,possible_duplicate,C_exact_structured_fingerprint|D_similar_title_close_price_surface_city,True,mubawab.ma:url:85e220e9e7fdd7d874859b14,mubawab.ma,,https://www.mubawab.ma/fr/pa/8133590/tr%C3%A8s-bel-appartement-de-108-m2-casa-belvedere,Casablanca,Belvédère,108.0,1520000.0,2.0,2.0,,data\external\recovery_archive\20260902T224619Z\misplaced_notebook_data\data\raw\maisondelux_raw.csv
possible-2e81da28c109,possible_duplicate,C_exact_structured_fingerprint|D_similar_title_close_price_surface_city,True,mubawab.ma:content:1a79efae85b7cbbef3011ca0,mubawab.ma,,,Casablanca,Belvédère,106.0,1525000.0,2.0,2.0,"Très bel appartement de 108 m2, Casa, Belvedere",git:HEAD:data/raw/maisonlux_maroc_complet.csv
possible-2e81da28c109,possible_duplicate,C_exact_structured_fingerprint|D_similar_title_close_price_surface_city,True,mubawab.ma:content:2fad47eff9f073ecea4dd2d5,mubawab.ma,,,Casablanca,Belvédère,108.0,1520000.0,2.0,2.0,"Très bel appartement de 108 m2, Casa, Belvedere",git:HEAD:data/raw/maisonlux_maroc_complet.csv
possible-2e81da28c109,possible_duplicate,C_exact_structured_fingerprint|D_similar_title_close_price_surface_city,True,mubawab.ma:content:42554704468ddfddbc3a89f0,mubawab.ma,,,Casablanca,Belvédère,108.0,1500000.0,2.0,2.0,Appartement de 108m2 en vente avec place de parkin,git:HEAD:data/raw/maisonlux_maroc_complet.csv
possible-2e81da28c109,possible_duplicate,C_exact_structured_fingerprint|D_similar_title_close_price_surface_city,True,mubawab.ma:content:6b07bdb872c7a29a310a57ef,mubawab.ma,,,Casablanca,Belvédère,108.0,1500000.0,2.0,2.0,Appartement de 108 m2 en vente avec place de parki,git:HEAD:data/raw/maisonlux_maroc_complet.csv
possible-2e81da28c109,possible_duplicate,C_exact_structured_fingerprint|D_similar_title_close_price_surface_city,True,mubawab.ma:content:765940010cecdff76a86b3f3,mubawab.ma,,,Casablanca,Belvédère,108.0,1540000.0,2.0,2.0,Appartement de 108m2 en vente avec place de parkin,git:HEAD:data/raw/maisonlux_maroc_complet.csv
possible-2e81da28c109,possible_duplicate,C_exact_structured_fingerprint|D_similar_title_close_price_surface_city,True,mubawab.ma:content:81f364d10ea5feb79118b2e1,mubawab.ma,,,Casablanca,Belvédère,108.0,1520000.0,2.0,2.0,Appartement de 108m2 en vente avec place de parkin,git:HEAD:data/raw/maisonlux_maroc_complet.csv
possible-2e81da28c109,possible_duplicate,C_exact_structured_fingerprint|D_similar_title_close_price_surface_city,True,mubawab.ma:content:8666c6c1b34b14817b9f4c0e,mubawab.ma,,,Casablanca,Belvédère,108.0,1510000.0,2.0,2.0,Appartement de 108m2 en vente avec place de parkin,git:HEAD:data/raw/maisonlux_maroc_complet.csv
possible-2e81da28c109,possible_duplicate,C_exact_structured_fingerprint|D_similar_title_close_price_surface_city,True,mubawab.ma:content:e0dd0999cdf2294ad66e44d6,mubawab.ma,,,Casablanca,Belvédère,108.0,1490000.0,2.0,2.0,Appartement de 108m2 en vente avec place de parking,git:HEAD:data/raw/maisonlux_maroc_complet.csv
possible-2e81da28c109,possible_duplicate,C_exact_structured_fingerprint|D_similar_title_close_price_surface_city,True,mubawab.ma:content:e19fe10401f7b034255de20a,mubawab.ma,,,Casablanca,Belvédère,108.0,1520000.0,2.0,2.0,Appartement de 108m2 en vente avec place de parking de 13m2,git:HEAD:data/raw/maisonlux_maroc_complet.csv
possible-2ea1db624e46,possible_duplicate,C_exact_structured_fingerprint,True,mubawab.ma:native:8088162,mubawab.ma,8088162.0,https://www.mubawab.ma/fr/a/8088162/appartement-a-vendre-racine,Casablanca,Racine,115.0,2100000.0,2.0,2.0,,data\external\recovery_archive\20260902T224619Z\misplaced_notebook_data\data\raw\maisondelux_raw.csv
possible-2ea1db624e46,possible_duplicate,C_exact_structured_fingerprint,True,mubawab.ma:content:7ca8ca8d377824acefd2f6cb,mubawab.ma,,,Casablanca,Racine,115.0,2100000.0,2.0,2.0,Appartement a vendre racine,git:HEAD:data/raw/maisonlux_maroc_complet.csv
possible-2ef271c44c8c,possible_duplicate,C_exact_structured_fingerprint,True,mubawab.ma:content:13df8793843e476508c2d63c,mubawab.ma,,,Meknès,Hamria,163.0,1250000.0,3.0,2.0,Vend appartement à Hamria. 3 chambres. Ascenseur et terrasse,git:HEAD:data/raw/maisonlux_maroc_complet.csv
possible-2ef271c44c8c,possible_duplicate,C_exact_structured_fingerprint,True,mubawab.ma:content:501235a76059abd12f7dfc96,mubawab.ma,,,Meknès,Hamria,163.0,1250000.0,3.0,2.0,Superbe appartement à vendre à Hamria. Superficie 163 m². Sa...,git:HEAD:data/raw/maisonlux_maroc_complet.csv
possible-2ef271c44c8c,possible_duplicate,C_exact_structured_fingerprint,True,mubawab.ma:content:aa63ac42198c6d68b19b7a6d,mubawab.ma,,,Meknès,Hamria,163.0,1250000.0,3.0,2.0,Appartement en vente à Hamria. Superficie 163 m². Antenne pa...,git:HEAD:data/raw/maisonlux_maroc_complet.csv
possible-2f25efec7afc,possible_duplicate,C_exact_structured_fingerprint,True,mubawab.ma:native:8368321,mubawab.ma,8368321.0,https://www.mubawab.ma/fr/a/8368321/appartement-%C3%A0-vendre-de-148-0-m%C2%B2-%C3%A0-casablanca-maarif,Casablanca,Maârif,148.0,3400000.0,3.0,3.0,,data\external\recovery_archive\20260902T224619Z\misplaced_notebook_data\data\raw\maisondelux_raw.csv
possible-2f25efec7afc,possible_duplicate,C_exact_structured_fingerprint,True,mubawab.ma:content:77616679f65d47a4b344fc52,mubawab.ma,,,Casablanca,Maârif,148.0,3400000.0,3.0,3.0,"Appartement à Vendre de 148.0 m² à Casablanca, Maarif",git:HEAD:data/raw/maisonlux_maroc_complet.csv
possible-2f5349c9bd33,possible_duplicate,C_exact_structured_fingerprint,True,mubawab.ma:content:4ac731d7a9299c96ec20c075,mubawab.ma,,,Casablanca,Oasis,48.0,1350000.0,1.0,1.0,Superbe appartement à vendre à Oasis. Surface de 48 m²,git:HEAD:data/raw/maisonlux_maroc_complet.csv
possible-2f5349c9bd33,possible_duplicate,C_exact_structured_fingerprint,True,mubawab.ma:content:8892604dbad57722204ce37b,mubawab.ma,,,Casablanca,Oasis,48.0,1350000.0,1.0,1.0,Bel appartement à vendre à Oasis. 1 belle chambre,git:HEAD:data/raw/maisonlux_maroc_complet.csv
possible-2f5c1839c040,possible_duplicate,C_exact_structured_fingerprint,True,mubawab.ma:native:8350498,mubawab.ma,8350498.0,https://www.mubawab.ma/fr/a/8350498/appartement-%C3%A0-vendre-%E2%80%93-sidi-moumen,Casablanca,Sidi Moumen,98.0,1150000.0,2.0,2.0,,data\external\recovery_archive\20260902T224619Z\misplaced_notebook_data\data\raw\maisondelux_raw.csv
possible-2f5c1839c040,possible_duplicate,C_exact_structured_fingerprint,True,mubawab.ma:content:cbccd55c72629c0d026f1a42,mubawab.ma,,,Casablanca,Sidi Moumen,98.0,1150000.0,2.0,2.0,Appartement à vendre – Sidi Moumen,git:HEAD:data/raw/maisonlux_maroc_complet.csv
possible-2f8203b79a0b,possible_duplicate,C_exact_structured_fingerprint,True,mubawab.ma:native:8361632,mubawab.ma,8361632.0,https://www.mubawab.ma/fr/a/8361632/appartement-%C3%A0-vendre-de-126-0-m%C2%B2-%C3%A0-casablanca-beausejour,Casablanca,Beauséjour,126.0,1900000.0,3.0,2.0,,data\external\recovery_archive\20260902T224619Z\misplaced_notebook_data\data\raw\maisondelux_raw.csv
possible-2f8203b79a0b,possible_duplicate,C_exact_structured_fingerprint,True,mubawab.ma:content:2c3a9fb5d26351bd1e0f5280,mubawab.ma,,,Casablanca,Beauséjour,126.0,1900000.0,3.0,2.0,"Appartement à Vendre de 126.0 m² à Casablanca, Beausejour",git:HEAD:data/raw/maisonlux_maroc_complet.csv
possible-2f8203b79a0b,possible_duplicate,C_exact_structured_fingerprint,True,mubawab.ma:content:f91c130e85ec11ae9ca94585,mubawab.ma,,,Casablanca,Beauséjour,126.0,1900000.0,3.0,2.0,Bel appartement de 126 m2 à l’achat à Beauséjour,git:HEAD:data/raw/maisonlux_maroc_complet.csv
possible-2f9375f3a5cb,possible_duplicate,C_exact_structured_fingerprint,True,mubawab.ma:native:8257355,mubawab.ma,8257355.0,https://www.mubawab.ma/fr/a/8257355/superbe-appartement-%C3%A0-vendre-%C3%A0-roches-noires-2-chambres-agr%C3%A9ables-syst%C3%A8me-de-parabole-et-salon-marocain,Casablanca,Roches Noires,217.0,1850000.0,2.0,1.0,,data\external\recovery_archive\20260902T224619Z\misplaced_notebook_data\data\raw\maisondelux_raw.csv
possible-2f9375f3a5cb,possible_duplicate,C_exact_structured_fingerprint,True,mubawab.ma:content:0700b051fad60560eec3237d,mubawab.ma,,,Casablanca,Roches Noires,217.0,1850000.0,2.0,1.0,Superbe appartement à vendre à Roches Noires. 2 chambres agr...,git:HEAD:data/raw/maisonlux_maroc_complet.csv
possible-3015cae710bd,possible_duplicate,C_exact_structured_fingerprint,True,mubawab.ma:native:8312597,mubawab.ma,8312597.0,https://www.mubawab.ma/fr/a/8312597/vends-tr%C3%A8s-joli-appartement-sur-les-princesses,Casablanca,Les princesses,120.0,2300000.0,3.0,2.0,,data\external\recovery_archive\20260902T224619Z\misplaced_notebook_data\data\raw\maisondelux_raw.csv
possible-3015cae710bd,possible_duplicate,C_exact_structured_fingerprint,True,mubawab.ma:native:8362187,mubawab.ma,8362187.0,https://www.mubawab.ma/fr/a/8362187/superbe-appartement-%C3%A0-vendre-%C3%A0-les-princesses-3-chambres-agr%C3%A9ables,Casablanca,Les princesses,120.0,2300000.0,3.0,2.0,,data\external\recovery_archive\20260902T224619Z\misplaced_notebook_data\data\raw\maisondelux_raw.csv
possible-3015cae710bd,possible_duplicate,C_exact_structured_fingerprint,True,mubawab.ma:content:0b4466851eeedd0c55b8d7b4,mubawab.ma,,,Casablanca,Les princesses,120.0,2300000.0,3.0,2.0,Superbe appartement à vendre à Les princesses. 3 chambres a...,git:HEAD:data/raw/maisonlux_maroc_complet.csv
possible-3015cae710bd,possible_duplicate,C_exact_structured_fingerprint,True,mubawab.ma:content:4e95a199974f507e542bc4fe,mubawab.ma,,,Casablanca,Les princesses,120.0,2300000.0,3.0,2.0,Vends très joli appartement sur les princesses,git:HEAD:data/raw/maisonlux_maroc_complet.csv
possible-301e18f88503,possible_duplicate,C_exact_structured_fingerprint,True,mubawab.ma:native:8346553,mubawab.ma,8346553.0,https://www.mubawab.ma/fr/a/8346553/superbe-appartement-%C3%A0-vendre-%C3%A0-les-princesses-surface-totale-156-m%C2%B2-service-de-concierge-et-climatisation,Casablanca,Les princesses,156.0,3720000.0,2.0,2.0,,data\external\recovery_archive\20260902T224619Z\misplaced_notebook_data\data\raw\maisondelux_raw.csv
possible-301e18f88503,possible_duplicate,C_exact_structured_fingerprint,True,mubawab.ma:content:cb4aec3bbdee59263bf6528f,mubawab.ma,,,Casablanca,Les princesses,156.0,3720000.0,2.0,2.0,Superbe appartement à vendre à Les princesses. Surface total...,git:HEAD:data/raw/maisonlux_maroc_complet.csv
possible-30bb9768b603,possible_duplicate,C_exact_structured_fingerprint,True,mubawab.ma:content:03858f8b825d1650be6ac80b,mubawab.ma,,,Mohammedia,Wafa,140.0,1262000.0,3.0,2.0,Votre oasis moderne au cœur de la ville,git:HEAD:data/raw/maisonlux_maroc_complet.csv
possible-30bb9768b603,possible_duplicate,C_exact_structured_fingerprint,True,mubawab.ma:content:966853672aa7de19e844b036,mubawab.ma,,,Mohammedia,Wafa,140.0,1262000.0,3.0,2.0,Un cadre contemporain pour toute la famille,git:HEAD:data/raw/maisonlux_maroc_complet.csv
possible-30bc78412ce4,possible_duplicate,C_exact_structured_fingerprint,True,mubawab.ma:native:8321491,mubawab.ma,8321491.0,https://www.mubawab.ma/fr/a/8321491/appartement-%C3%A0-vendre-en-centre-de-gu%C3%A9liz-ve26107,Marrakech,Guéliz,100.0,1750000.0,2.0,2.0,,data\external\recovery_archive\20260902T224619Z\misplaced_notebook_data\data\raw\maisondelux_raw.csv
possible-30bc78412ce4,possible_duplicate,C_exact_structured_fingerprint,True,mubawab.ma:content:d91e5f88a6ffbae4cd083103,mubawab.ma,,,Marrakech,Guéliz,100.0,1750000.0,2.0,2.0,Appartement à Vendre en Centre de Guéliz VE26107,git:HEAD:data/raw/maisonlux_maroc_complet.csv
possible-30de8754467f,possible_duplicate,C_exact_structured_fingerprint,True,mubawab.ma:native:8329710,mubawab.ma,8329710.0,https://www.mubawab.ma/fr/a/8329710/appartement-%C3%A0-vendre-%C3%A0-talborjt-3-chambres-agr%C3%A9ables-antenne-parabolique-et-porte-blind%C3%A9e,Agadir,Talborjt,97.0,2220000.0,3.0,2.0,,data\external\recovery_archive\20260902T224619Z\misplaced_notebook_data\data\raw\maisondelux_raw.csv
possible-30de8754467f,possible_duplicate,C_exact_structured_fingerprint,True,mubawab.ma:content:64893fce047df5fb68b46bdb,mubawab.ma,,,Agadir,Talborjt,97.0,2220000.0,3.0,2.0,Appartement à vendre à Talborjt. 3 chambres agréables. Anten...,git:HEAD:data/raw/maisonlux_maroc_complet.csv
possible-311be8737d34,possible_duplicate,C_exact_structured_fingerprint,True,mubawab.ma:native:8407369,mubawab.ma,8407369.0,https://www.mubawab.ma/fr/a/8407369/appartement-2-chambres-%C3%A0-vendre-hay-salam-agadir,Agadir,Hay Salam,68.0,850000.0,2.0,2.0,"Appartement 2 chambres à vendre Hay Salam, Agadir",data\external\recovery_archive\20260902T224619Z\dangling_v3_tree_87e06eeb\data\raw\maisonlux_scrapy_v3.csv
possible-311be8737d34,possible_duplicate,C_exact_structured_fingerprint,True,mubawab.ma:native:8407801,mubawab.ma,8407801.0,https://www.mubawab.ma/fr/a/8407801/appartement-%C3%A0-vendre-2-chambres-%E2%80%93-hay-salam-agadir,Agadir,Hay Salam,68.0,850000.0,2.0,2.0,Appartement À Vendre 2 Chambres – Hay Salam Agadir,data\external\recovery_archive\20260902T224619Z\dangling_v3_tree_87e06eeb\data\raw\maisonlux_scrapy_v3.csv
possible-3196ac2ef642,possible_duplicate,C_exact_structured_fingerprint,True,mubawab.ma:native:8337965,mubawab.ma,8337965.0,https://www.mubawab.ma/fr/a/8337965/a-vendre-appartement-138m2-3ch-gauthier,Casablanca,Gauthier,138.0,1900000.0,3.0,2.0,,data\external\recovery_archive\20260902T224619Z\misplaced_notebook_data\data\raw\maisondelux_raw.csv
possible-3196ac2ef642,possible_duplicate,C_exact_structured_fingerprint,True,mubawab.ma:content:0f658174efcb0a5720b1660e,mubawab.ma,,,Casablanca,Gauthier,138.0,1900000.0,3.0,2.0,A vendre Appartement 138m2 3ch Gauthier,git:HEAD:data/raw/maisonlux_maroc_complet.csv
possible-319d2bfcfdbc,possible_duplicate,C_exact_structured_fingerprint,True,mubawab.ma:native:8257369,mubawab.ma,8257369.0,https://www.mubawab.ma/fr/a/8257369/appartement-en-vente-%C3%A0-ain-chock-hay-moulay-abd-lah-3-belles-chambres-salon-traditionnel-antenne-parabolique-g%C3%A9n%C3%A9rale,Casablanca,Ain Chock,100.0,1000000.0,3.0,1.0,,data\external\recovery_archive\20260902T224619Z\misplaced_notebook_data\data\raw\maisondelux_raw.csv
possible-319d2bfcfdbc,possible_duplicate,C_exact_structured_fingerprint,True,mubawab.ma:content:89bb4addf42aaf2868870bc6,mubawab.ma,,,Casablanca,Ain Chock,100.0,1000000.0,3.0,1.0,Appartement en vente à Ain Chock hay moulay abd lah. 3 bell...,git:HEAD:data/raw/maisonlux_maroc_complet.csv
possible-31b8885a61cd,possible_duplicate,C_exact_structured_fingerprint,True,mubawab.ma:native:8129250,mubawab.ma,8129250.0,https://www.mubawab.ma/fr/a/8129250/vente-appartement-%C3%A0-gauthier,Casablanca,Gauthier,236.0,4200000.0,4.0,2.0,,data\external\recovery_archive\20260902T224619Z\misplaced_notebook_data\data\raw\maisondelux_raw.csv
possible-31b8885a61cd,possible_duplicate,C_exact_structured_fingerprint,True,mubawab.ma:content:69116e63aa8716982d67133f,mubawab.ma,,,Casablanca,Gauthier,236.0,4200000.0,4.0,2.0,Vente Appartement à gauthier,git:HEAD:data/raw/maisonlux_maroc_complet.csv
possible-31be9ed5727a,possible_duplicate,C_exact_structured_fingerprint,True,mubawab.ma:native:8260376,mubawab.ma,8260376.0,https://www.mubawab.ma/fr/a/8260376/appartement-%C3%A0-vendre-112-m%C2%B2-2-chambres-les-princesses-casablanca,Casablanca,Les princesses,112.0,1790000.0,2.0,1.0,,data\external\recovery_archive\20260902T224619Z\misplaced_notebook_data\data\raw\maisondelux_raw.csv
possible-31be9ed5727a,possible_duplicate,C_exact_structured_fingerprint,True,mubawab.ma:content:8e1c3b8521b075a684cfb0fd,mubawab.ma,,,Casablanca,Les princesses,112.0,1790000.0,2.0,1.0,"Appartement à vendre 112 m², 2 chambres Les princesses Casab...",git:HEAD:data/raw/maisonlux_maroc_complet.csv
possible-31db49bbf1f4,possible_duplicate,D_similar_title_close_price_surface_city,True,mubawab.ma:content:31da151e57ec62a738227b62,mubawab.ma,,,Tanger,Bel Air - Val fleuri,80.0,850000.0,2.0,1.0,Appartement à Val fleuri Pharmacie Camélia,git:HEAD:data/raw/maisonlux_maroc_complet.csv
possible-31db49bbf1f4,possible_duplicate,D_similar_title_close_price_surface_city,True,mubawab.ma:content:3facdc98b6ebd91bc176f11d,mubawab.ma,,,Tanger,Mister Khouch,80.0,850000.0,2.0,1.0,Appartement à Val fleuri Pharmacie Camélia,git:HEAD:data/raw/maisonlux_maroc_complet.csv
possible-31dc4085b4be,possible_duplicate,C_exact_structured_fingerprint,True,mubawab.ma:content:7f1d223a0af8d63c9972c751,mubawab.ma,,,Marrakech,Guéliz,50.0,1200000.0,2.0,1.0,Appartement à vendre,git:HEAD:data/raw/maisonlux_maroc_complet.csv
possible-31dc4085b4be,possible_duplicate,C_exact_structured_fingerprint,True,mubawab.ma:content:af2ce5c71cbc02a1ba56b455,mubawab.ma,,,Marrakech,Guéliz,50.0,1200000.0,2.0,1.0,Bel Appartement 2 Chambres À Vendre À Victor Hugo,git:HEAD:data/raw/maisonlux_maroc_complet.csv
