listing_id,outlier_decision,outlier_reasons,batch_id,property_type_repaired,city,surface_m2,price_mad,price_per_m2,bedrooms,bathrooms,title_raw,price_raw,url
mubawab.ma:native:8277650,uncertain,price_per_m2_above_reference_p99,recovery_misplaced_notebook,appartement,Casablanca,90.0,5910000.0,65666.67,2.0,1.0,,,https://www.mubawab.ma/fr/a/8277650/appartement-90-m%C2%B2-%C3%A0-vendre-%E2%80%93-ain-borja-casablanca
mubawab.ma:native:8277795,probable_error,price_per_m2_above_reference_p99|suspicious_batch_high_price_per_m2,recovery_misplaced_notebook,appartement,Berrechid,57.0,8300000.0,145614.04,3.0,2.0,,,https://www.mubawab.ma/fr/a/8277795/vend-appartement-%C3%A0-deroua-berrechid-superficie-57-m%C2%B2-s%C3%A9curit%C3%A9
mubawab.ma:native:8278139,probable_error,price_per_m2_above_reference_p99|suspicious_batch_high_price_per_m2,recovery_misplaced_notebook,studio,Casablanca,69.0,7920000.0,114782.61,1.0,1.0,,,https://www.mubawab.ma/fr/a/8278139/24-studios-%E2%80%93-riviera-proche-cfc
mubawab.ma:native:8279142,probable_error,price_per_m2_above_reference_p99|suspicious_batch_high_price_per_m2,recovery_misplaced_notebook,appartement,Casablanca,55.0,5340000.0,97090.91,2.0,1.0,,,https://www.mubawab.ma/fr/a/8279142/appartement-oulfa-55m2-r%C3%A9sidence-essaada
mubawab.ma:native:8283327,probable_error,price_above_p99|price_per_m2_above_reference_p99|suspicious_batch_high_price_per_m2,recovery_misplaced_notebook,appartement,El Jadida,94.0,11560000.0,122978.72,2.0,1.0,,,https://www.mubawab.ma/fr/a/8283327/appartement-94-m2-centre-ville
mubawab.ma:native:8283943,probable_error,price_per_m2_above_reference_p99|suspicious_batch_high_price_per_m2,recovery_misplaced_notebook,appartement,Casablanca,65.0,6360000.0,97846.15,2.0,1.0,,,https://www.mubawab.ma/fr/a/8283943/appartement-%C3%A0-l-achat-%C3%A0-al-azhar-5-grandes-pi%C3%A8ces
mubawab.ma:native:8284017,probable_error,price_per_m2_above_reference_p99|suspicious_batch_high_price_per_m2,recovery_misplaced_notebook,appartement,Casablanca,72.0,7950000.0,110416.67,2.0,1.0,,,https://www.mubawab.ma/fr/a/8284017/appartement-spacieux-et-ensoleill%C3%A9-%C3%A0-maarif
mubawab.ma:native:8285067,probable_error,price_per_m2_above_reference_p99|suspicious_batch_high_price_per_m2,recovery_misplaced_notebook,studio,Casablanca,48.0,5820000.0,121250.0,1.0,1.0,,,https://www.mubawab.ma/fr/a/8285067/studio-a-vendre-aux-roches-noires-r%C3%A9sidence-ferm%C3%A9e
mubawab.ma:native:8285305,probable_error,price_above_p99|price_per_m2_above_reference_p99|suspicious_batch_high_price_per_m2,recovery_misplaced_notebook,appartement,El Jadida,93.0,13680000.0,147096.77,2.0,1.0,,,https://www.mubawab.ma/fr/a/8285305/%C3%A0-la-vente-%E2%80%93-appartement-de-standing-el-jadida
mubawab.ma:native:8285907,probable_error,price_per_m2_above_reference_p99|suspicious_batch_high_price_per_m2,recovery_misplaced_notebook,appartement,Tanger,91.0,8910000.0,97912.09,2.0,2.0,,,https://www.mubawab.ma/fr/a/8285907/appartement-%C3%A0-vendre-91-m%C2%B2-2-chambres-castilla-tanger
mubawab.ma:native:8286236,probable_error,price_above_p99|price_per_m2_above_reference_p99|suspicious_batch_high_price_per_m2,recovery_misplaced_notebook,appartement,Agadir,120.0,11450000.0,95416.67,3.0,4.0,,,https://www.mubawab.ma/fr/a/8286236/appartement-%C3%A0-vendre-%C3%A0-al-wifaq-3-pi%C3%A8ces-bien-meubl%C3%A9-
mubawab.ma:native:8287897,uncertain,price_per_m2_above_reference_p99,recovery_misplaced_notebook,appartement,Casablanca,55.0,2380000.0,43272.73,2.0,1.0,,,https://www.mubawab.ma/fr/a/8287897/superbe-appartement-%C3%A0-vendre-%C3%A0-hay-zobir-2-belles-chambres-meubl%C3%A9
mubawab.ma:native:8288284,probable_error,price_per_m2_above_reference_p99|suspicious_batch_high_price_per_m2,recovery_misplaced_notebook,appartement,Casablanca,69.0,8800000.0,127536.23,2.0,1.0,,,https://www.mubawab.ma/fr/a/8288284/appartement-en-vente-%C3%A0-a%C3%AFn-seba%C3%A2-2-chambres-agr%C3%A9ables-ascenseur-et-terrasse
mubawab.ma:native:8288618,probable_error,price_per_m2_above_reference_p99|suspicious_batch_high_price_per_m2,recovery_misplaced_notebook,appartement,Casablanca,50.0,5340000.0,106800.0,2.0,1.0,,,https://www.mubawab.ma/fr/a/8288618/superbe-appartement-%C3%A0-vendre-%C3%A0-sidi-moumen-2-chambres-agr%C3%A9ables
mubawab.ma:native:8289231,probable_error,price_above_p99|price_per_m2_above_reference_p99|suspicious_batch_high_price_per_m2,recovery_misplaced_notebook,appartement,Marrakech,125.0,14500000.0,116000.0,3.0,2.0,,,https://www.mubawab.ma/fr/a/8289231/appartement-%C3%A0-vendre-125-m%C2%B2-sidi-abbad-marrakech
mubawab.ma:native:8290353,probable_error,price_per_m2_above_reference_p99|suspicious_batch_high_price_per_m2,recovery_misplaced_notebook,appartement,Casablanca,60.0,6430000.0,107166.67,2.0,1.0,,,https://www.mubawab.ma/fr/a/8290353/appartement-%C3%A0-vendre-%C3%A0-oulfa-casablanca
mubawab.ma:native:8290800,probable_error,price_per_m2_above_reference_p99|suspicious_batch_high_price_per_m2,recovery_misplaced_notebook,studio,Casablanca,46.0,5700000.0,123913.04,1.0,1.0,,,https://www.mubawab.ma/fr/a/8290800/vente-studios-de-standing-belvedere
mubawab.ma:native:8291021,probable_error,price_above_p99|price_per_m2_above_reference_p99|suspicious_batch_high_price_per_m2,recovery_misplaced_notebook,appartement,Casablanca,118.0,10980000.0,93050.85,3.0,2.0,,,https://www.mubawab.ma/fr/a/8291021/appartement-%C3%A0-vendre-%C3%A0-ain-chock-3-chambres-agr%C3%A9ables
mubawab.ma:native:8291223,probable_error,price_per_m2_above_reference_p99|suspicious_batch_high_price_per_m2,recovery_misplaced_notebook,appartement,Casablanca,70.0,6530000.0,93285.71,2.0,1.0,,,https://www.mubawab.ma/fr/a/8291223/appartement-%C3%A0-riad-alhadika-casablanca
mubawab.ma:native:8291350,probable_error,price_per_m2_above_reference_p99|suspicious_batch_high_price_per_m2,recovery_misplaced_notebook,appartement,Casablanca,64.0,5380000.0,84062.5,2.0,1.0,,,https://www.mubawab.ma/fr/a/8291350/appartement-a-anassi
mubawab.ma:native:8292266,probable_error,price_per_m2_above_reference_p99|suspicious_batch_high_price_per_m2,recovery_misplaced_notebook,appartement,Essaouira,70.0,8630000.0,123285.71,2.0,1.0,,,https://www.mubawab.ma/fr/a/8292266/appartement-r%C3%A9nov%C3%A9-avec-terrasse-%C3%A0-essaouira
mubawab.ma:native:8292790,probable_error,price_above_p99|price_per_m2_above_reference_p99|suspicious_batch_high_price_per_m2,recovery_misplaced_notebook,appartement,Agadir,116.0,13800000.0,118965.52,2.0,2.0,,,https://www.mubawab.ma/fr/a/8292790/appartement-avendre-%C3%A0-hay-mohammadi
mubawab.ma:native:8293940,probable_error,price_above_p99|price_per_m2_above_reference_p99|suspicious_batch_high_price_per_m2,recovery_misplaced_notebook,appartement,Casablanca,120.0,12000000.0,100000.0,3.0,2.0,,,https://www.mubawab.ma/fr/a/8293940/appartement-%C3%A0-vendre-%C3%A0-bourgogne-ouest-6-pi%C3%A8ces-confortables
mubawab.ma:native:8294831,probable_error,price_above_p99|price_per_m2_above_reference_p99|suspicious_batch_high_price_per_m2,recovery_misplaced_notebook,appartement,Casablanca,116.0,16950000.0,146120.69,3.0,2.0,,,https://www.mubawab.ma/fr/a/8294831/appartement-%C3%A0-vendre-116-m%C2%B2-3-chambres-almaz-casablanca
mubawab.ma:native:8295215,probable_error,price_above_p99|price_per_m2_above_reference_p99|suspicious_batch_high_price_per_m2,recovery_misplaced_notebook,appartement,Casablanca,92.0,12900000.0,140217.39,2.0,1.0,,,https://www.mubawab.ma/fr/a/8295215/appartement-en-vente-%C3%A0-hay-moulay-rachid-1-1-pi%C3%A8ce-ascenseur-et-places-de-parking
mubawab.ma:native:8296121,probable_error,price_per_m2_above_reference_p99|suspicious_batch_high_price_per_m2,recovery_misplaced_notebook,appartement,Agadir,60.0,4640000.0,77333.33,2.0,1.0,,,https://www.mubawab.ma/fr/a/8296121/appartement-taddart-anza
mubawab.ma:native:8296254,uncertain,surface_extreme,recovery_misplaced_notebook,appartement,Casablanca,729.0,8700000.0,11934.16,5.0,4.0,,,https://www.mubawab.ma/fr/a/8296254/bel-appartement-%C3%A0-vendre-%C3%A0-racine-5-chambres-agr%C3%A9ables-fen%C3%AAtres-double-vitrage-et-chauffage-central
mubawab.ma:native:8296501,probable_error,price_per_m2_above_reference_p99|suspicious_batch_high_price_per_m2,recovery_misplaced_notebook,appartement,Berrechid,101.0,9671000.0,95752.48,2.0,1.0,,,https://www.mubawab.ma/fr/a/8296501/vente-appartement-%C3%A0-berrechid
mubawab.ma:native:8297316,uncertain,price_per_m2_above_reference_p99,recovery_misplaced_notebook,appartement,Casablanca,64.0,3380000.0,52812.5,2.0,1.0,,,https://www.mubawab.ma/fr/a/8297316/vend-appartement-%C3%A0-anassi-surface-totale-64-m%C2%B2
mubawab.ma:native:8297374,probable_error,price_per_m2_above_reference_p99|suspicious_batch_high_price_per_m2,recovery_misplaced_notebook,appartement,Bouskoura,80.0,10755000.0,134437.5,3.0,2.0,,,https://www.mubawab.ma/fr/a/8297374/appartement-neuf-%C3%A0-bassatine-bouskoura
mubawab.ma:native:8298481,probable_error,price_per_m2_above_reference_p99|suspicious_batch_high_price_per_m2,recovery_misplaced_notebook,appartement,Casablanca,75.0,8440000.0,112533.33,2.0,1.0,,,https://www.mubawab.ma/fr/a/8298481/vente-d-un-bel-appartement-%C3%A0-al-azhar-2-chambres-agr%C3%A9ables-porte-blind%C3%A9e
mubawab.ma:native:8298667,probable_error,price_per_m2_above_reference_p99|suspicious_batch_high_price_per_m2,recovery_misplaced_notebook,appartement,Casablanca,50.0,4450000.0,89000.0,3.0,1.0,,,https://www.mubawab.ma/fr/a/8298667/vente-d-un-bel-appartement-%C3%A0-al-farah-dar-essalam-2-pi%C3%A8ces-s%C3%A9curis%C3%A9-24-24
mubawab.ma:native:8298787,probable_error,price_per_m2_above_reference_p99|suspicious_batch_high_price_per_m2,recovery_misplaced_notebook,unknown,Casablanca,54.0,5330000.0,98703.7,2.0,1.0,,,https://www.mubawab.ma/fr/a/8298787/la-mis%C3%A9ricorde-est-le-bonheur-1-pr%C3%A8s-du-bus-%C3%A0-casablanca
mubawab.ma:native:8299157,probable_error,price_per_m2_above_reference_p99|suspicious_batch_high_price_per_m2,recovery_misplaced_notebook,studio,Agadir,44.0,4780000.0,108636.36,2.0,1.0,,,https://www.mubawab.ma/fr/a/8299157/studio-avendr-%C3%A0-islan-%C3%A0-hay-mohammadi
mubawab.ma:native:8299243,probable_error,price_above_p99|price_per_m2_above_reference_p99|suspicious_batch_high_price_per_m2,recovery_misplaced_notebook,appartement,Casablanca,100.0,11950000.0,119500.0,2.0,1.0,,,https://www.mubawab.ma/fr/a/8299243/superbe-appartement-neuf-100m%C2%B2-a-casa-ain-borja
mubawab.ma:native:8299767,probable_error,price_per_m2_above_reference_p99|suspicious_batch_high_price_per_m2,recovery_misplaced_notebook,appartement,Casablanca,59.0,8568000.0,145220.34,2.0,1.0,,,https://www.mubawab.ma/fr/a/8299767/appartement-ensoleill%C3%A9-%C3%A0-ain-sebaa-vue-d%C3%A9gag%C3%A9e
mubawab.ma:native:8300036,probable_error,price_per_m2_above_reference_p99|suspicious_batch_high_price_per_m2,recovery_misplaced_notebook,appartement,Casablanca,76.0,9900000.0,130263.16,2.0,2.0,,,https://www.mubawab.ma/fr/a/8300036/appartement-76m%C2%B2-ain-seba%C3%A2-%C3%A0-vendre
mubawab.ma:native:8302577,uncertain,price_per_m2_above_reference_p99,recovery_misplaced_notebook,appartement,Casablanca,90.0,5900000.0,65555.56,3.0,1.0,,,https://www.mubawab.ma/fr/a/8302577/appartement-moderne-90m-%C3%A0-ain-sebaa
mubawab.ma:native:8302754,uncertain,surface_extreme,recovery_misplaced_notebook,duplex,Casablanca,538.0,6500000.0,12081.78,5.0,3.0,,,https://www.mubawab.ma/fr/a/8302754/somptueux-duplex-avec-terrasses-%C3%A0-vendre-racine
mubawab.ma:native:8303245,valid_extreme,price_per_m2_above_reference_p99,recovery_misplaced_notebook,appartement,Agadir,100.0,4800000.0,48000.0,3.0,2.0,,,https://www.mubawab.ma/fr/a/8303245/l-opportunit%C3%A9-d-une-vie-%C3%A0-agadir-appartements-de-luxe-%C3%A0-vendre-dans-un-emplacement
mubawab.ma:native:8303554,valid_extreme,price_above_p99|price_per_m2_above_reference_p99,recovery_misplaced_notebook,immeuble,Casablanca,300.0,20000000.0,66666.67,3.0,1.0,,,https://www.mubawab.ma/fr/a/8303554/immeuble-r5-au-maarif-14appartements-6magasins
mubawab.ma:native:8304346,uncertain,price_per_m2_above_reference_p99,recovery_misplaced_notebook,unknown,Casablanca,83.0,4150000.0,50000.0,2.0,3.0,,,https://www.mubawab.ma/fr/a/8304346/porte-d%E2%80%99anfa-%E2%80%93-83-m%C2%B2-de-terrasse
mubawab.ma:native:8304578,uncertain,price_per_m2_above_reference_p99,recovery_misplaced_notebook,appartement,Marrakech,67.0,4690000.0,70000.0,2.0,1.0,,,https://www.mubawab.ma/fr/a/8304578/superbe-opportunit%C3%A9-d%E2%80%99acquisition-%E2%80%94-appartement-avec-terrasse-%C3%A0-5-minutes-de-victor-hugo-gu%C3%A9liz
mubawab.ma:native:8305040,probable_error,price_per_m2_above_reference_p99|suspicious_batch_high_price_per_m2,recovery_misplaced_notebook,unknown,Casablanca,88.0,9750000.0,110795.45,3.0,2.0,,,https://www.mubawab.ma/fr/a/8305040/apprt-ain-borja
mubawab.ma:native:8306414,probable_error,price_per_m2_above_reference_p99|suspicious_batch_high_price_per_m2,recovery_misplaced_notebook,appartement,Casablanca,64.0,8850000.0,138281.25,2.0,1.0,,,https://www.mubawab.ma/fr/a/8306414/vente-appartement-%C3%A0-ain-sebaa
mubawab.ma:native:8306968,probable_error,price_per_m2_above_reference_p99|suspicious_batch_high_price_per_m2,recovery_misplaced_notebook,appartement,Agadir,86.0,10895000.0,126686.05,3.0,1.0,,,https://www.mubawab.ma/fr/a/8306968/appartement-3-chambres-spacieux-hay-salam
mubawab.ma:native:8307269,probable_error,price_per_m2_above_reference_p99|suspicious_batch_high_price_per_m2,recovery_misplaced_notebook,appartement,Larache,73.0,10480000.0,143561.64,2.0,2.0,,,https://www.mubawab.ma/fr/a/8307269/superbe-appartement-%C3%A0-vendre-avec-aide-au-logement-%C3%A0-larache-2-excellentes-chambres-ascenseur-et-balcon
mubawab.ma:native:8307270,probable_error,price_above_p99|price_per_m2_above_reference_p99|suspicious_batch_high_price_per_m2,recovery_misplaced_notebook,appartement,Larache,90.0,11750000.0,130555.56,3.0,2.0,,,https://www.mubawab.ma/fr/a/8307270/vente-d-appartement-avec-soutien-au-logement-%C3%A0-larache-3-chambres-excellentes-fen%C3%AAtres-avec-double-vitrage-et-porte-s%C3%A9curis%C3%A9e-
mubawab.ma:native:8307391,probable_error,price_per_m2_above_reference_p99|suspicious_batch_high_price_per_m2,recovery_misplaced_notebook,appartement,Berrechid,74.0,6520000.0,88108.11,2.0,1.0,,,https://www.mubawab.ma/fr/a/8307391/superbe-appartement-%C3%A0-vendre-%C3%A0-berrechid-superficie-74-m%C2%B2-cuisini%C3%A8re-avec-four
mubawab.ma:native:8307667,probable_error,price_per_m2_above_reference_p99|suspicious_batch_high_price_per_m2,recovery_misplaced_notebook,studio,Casablanca,51.0,5900000.0,115686.27,2.0,1.0,,,https://www.mubawab.ma/fr/a/8307667/joli-studio-51-m%C2%B2-mers-sultan
mubawab.ma:native:8308702,uncertain,price_per_m2_above_reference_p99,recovery_misplaced_notebook,appartement,Agadir,56.0,2540000.0,45357.14,2.0,2.0,,,https://www.mubawab.ma/fr/a/8308702/vente-d-un-bel-appartement-%C3%A0-hay-salam-2-grandes-pi%C3%A8ces-antenne-parabolique-et-s%C3%A9curit%C3%A9
mubawab.ma:native:8309879,probable_error,price_per_m2_above_reference_p99|suspicious_batch_high_price_per_m2,recovery_misplaced_notebook,appartement,El Jadida,82.0,6705000.0,81768.29,2.0,2.0,,,https://www.mubawab.ma/fr/a/8309879/vente-d-un-bel-appartement-%C3%A0-quartier-a%C3%A9rodrome-2-pi%C3%A8ces-confortables-salon-typique-marocain-r%C3%A9sidence-s%C3%A9curis%C3%A9e
mubawab.ma:native:8310002,probable_error,price_above_p99|price_per_m2_above_reference_p99|suspicious_batch_high_price_per_m2,recovery_misplaced_notebook,appartement,Marrakech,126.0,14820000.0,117619.05,2.0,2.0,,,https://www.mubawab.ma/fr/a/8310002/grand-appartement-mhamid-avenue-nakhil
mubawab.ma:native:8310887,uncertain,price_per_m2_above_reference_p99,recovery_misplaced_notebook,appartement,Larache,87.0,5670000.0,65172.41,3.0,2.0,,,https://www.mubawab.ma/fr/a/8310887/vente-d-un-bel-appartement-%C3%A0-larache-surface-de-87-m%C2%B2-meubl%C3%A9
mubawab.ma:native:8311075,probable_error,price_per_m2_above_reference_p99|suspicious_batch_high_price_per_m2,recovery_misplaced_notebook,appartement,Casablanca,55.0,6390000.0,116181.82,2.0,1.0,,,https://www.mubawab.ma/fr/a/8311075/appartement-%C3%A0-vendre-ain-sebaa-cot%C3%A9-encg-et-marjan
mubawab.ma:native:8311816,probable_error,price_above_p99|price_per_m2_above_reference_p99|suspicious_batch_high_price_per_m2,recovery_misplaced_notebook,appartement,El Jadida,96.0,13918000.0,144979.17,2.0,1.0,,,https://www.mubawab.ma/fr/a/8311816/superbe-appartement-el-jadida
mubawab.ma:native:8312826,probable_error,price_per_m2_above_reference_p99|suspicious_batch_high_price_per_m2,recovery_misplaced_notebook,appartement,El Jadida,72.0,9650000.0,134027.78,2.0,1.0,,,https://www.mubawab.ma/fr/a/8312826/%C3%A0-vendre-appartement-72m2-2-chambres-el-jadida
mubawab.ma:native:8313016,probable_error,price_per_m2_above_reference_p99|suspicious_batch_high_price_per_m2,recovery_misplaced_notebook,appartement,Casablanca,68.0,9480000.0,139411.76,3.0,1.0,,,https://www.mubawab.ma/fr/a/8313016/appartement-%C3%A0-vendre-%C3%A0-riyad-al-oulfa-%E2%80%93-casablanca
mubawab.ma:native:8313386,probable_error,price_per_m2_above_reference_p99|suspicious_batch_high_price_per_m2,recovery_misplaced_notebook,appartement,Casablanca,98.0,8880000.0,90612.24,3.0,1.0,,,https://www.mubawab.ma/fr/a/8313386/appartement-%C3%A0-vendre-98-m%C2%B2-3-chambres-sidi-moumen-casablanca
mubawab.ma:native:8314617,probable_error,price_above_p99|price_per_m2_above_reference_p99|suspicious_batch_high_price_per_m2,recovery_misplaced_notebook,appartement,Casablanca,115.0,11500000.0,100000.0,2.0,1.0,,,https://www.mubawab.ma/fr/a/8314617/appartement-la-gironde
mubawab.ma:native:8314947,probable_error,price_per_m2_above_reference_p99|suspicious_batch_high_price_per_m2,recovery_misplaced_notebook,appartement,Bouskoura,95.0,8850000.0,93157.89,3.0,3.0,,,https://www.mubawab.ma/fr/a/8314947/appartements-%C3%A0-vendre-%C3%A0-bouskoura-victoria
mubawab.ma:native:8315156,probable_error,price_above_p99|price_per_m2_above_reference_p99|suspicious_batch_high_price_per_m2,recovery_misplaced_notebook,appartement,Casablanca,90.0,11840000.0,131555.56,2.0,1.0,,,https://www.mubawab.ma/fr/a/8315156/vente-d-un-bel-appartement-%C3%A0-ain-borja-surface-de-90-m%C2%B2-salon-traditionnel-et-syst%C3%A8me-d-antenne-parabolique
mubawab.ma:native:8315546,probable_error,price_per_m2_above_reference_p99|suspicious_batch_high_price_per_m2,recovery_misplaced_notebook,appartement,Larache,97.0,7770000.0,80103.09,3.0,1.0,,,https://www.mubawab.ma/fr/a/8315546/bel-appartement-%C3%A0-vendre-%C3%A0-larache-surface-totale-97-m%C2%B2-avec-ascenseur-et-terrasse
mubawab.ma:native:8315872,probable_error,price_per_m2_above_reference_p99|suspicious_batch_high_price_per_m2,recovery_misplaced_notebook,studio,Casablanca,61.0,7976000.0,130754.1,3.0,1.0,,,https://www.mubawab.ma/fr/a/8315872/studio-de-61-m%C2%B2-%C3%A0-vendre-%C3%A0-mers-sultan
mubawab.ma:native:8316546,probable_error,price_per_m2_above_reference_p99|suspicious_batch_high_price_per_m2,recovery_misplaced_notebook,appartement,Bouskoura,77.0,9630000.0,125064.94,2.0,2.0,,,https://www.mubawab.ma/fr/a/8316546/appartement-neuf-%C3%A0-vendre-%C3%A0-victoria
mubawab.ma:native:8316786,probable_error,price_per_m2_above_reference_p99|suspicious_batch_high_price_per_m2,recovery_misplaced_notebook,appartement,Marrakech,90.0,7780000.0,86444.44,2.0,1.0,,,https://www.mubawab.ma/fr/a/8316786/vente-appartement-%C3%A0-azzouzia
mubawab.ma:native:8317554,probable_error,price_per_m2_above_reference_p99|suspicious_batch_high_price_per_m2,recovery_misplaced_notebook,appartement,Casablanca,81.0,6920000.0,85432.1,2.0,2.0,,,https://www.mubawab.ma/fr/a/8317554/appartement-a-vendre-roches-noires
mubawab.ma:native:8317771,probable_error,price_above_p99|price_per_m2_above_reference_p99|suspicious_batch_high_price_per_m2,recovery_misplaced_notebook,unknown,Agadir,121.0,13500000.0,111570.25,3.0,2.0,,,https://www.mubawab.ma/fr/a/8317771/agadir-bay-unit%C3%A9-d-angle-premium-3-chambres
mubawab.ma:native:8317787,probable_error,price_per_m2_above_reference_p99|suspicious_batch_high_price_per_m2,recovery_misplaced_notebook,appartement,Casablanca,69.0,5600000.0,81159.42,3.0,1.0,,,https://www.mubawab.ma/fr/a/8317787/appartement-centre-benjdia
mubawab.ma:native:8318270,probable_error,price_per_m2_above_reference_p99|suspicious_batch_high_price_per_m2,recovery_misplaced_notebook,appartement,Casablanca,60.0,5690000.0,94833.33,1.0,1.0,,,https://www.mubawab.ma/fr/a/8318270/appartement-%C3%A0-vendre-ou-%C3%A0-louer-60m%C2%B2-%C3%A0-ain-sebaa
mubawab.ma:native:8318411,probable_error,price_above_p99|price_per_m2_above_reference_p99|suspicious_batch_high_price_per_m2,recovery_misplaced_notebook,appartement,Casablanca,91.0,12750000.0,140109.89,2.0,1.0,,,https://www.mubawab.ma/fr/a/8318411/appartement-%C3%A0-vendre-91-m%C2%B2-2-chambres-oulfa-casablanca
mubawab.ma:native:8319090,probable_error,price_per_m2_above_reference_p99|suspicious_batch_high_price_per_m2,recovery_misplaced_notebook,appartement,Casablanca,62.0,6530000.0,105322.58,2.0,1.0,,,https://www.mubawab.ma/fr/a/8319090/appartement-%C3%A0-vendre-62-m%C2%B2-2-chambres-a%C3%AFn-seba%C3%A2-casablanca
mubawab.ma:native:8319511,probable_error,price_per_m2_above_reference_p99|suspicious_batch_high_price_per_m2,recovery_misplaced_notebook,appartement,Casablanca,88.0,10750000.0,122159.09,2.0,1.0,,,https://www.mubawab.ma/fr/a/8319511/appartement-%C3%A0-vendre-88-m%C2%B2-2-chambres-al-qods-casablanca
mubawab.ma:native:8319598,probable_error,price_per_m2_above_reference_p99|suspicious_batch_high_price_per_m2,recovery_misplaced_notebook,studio,Marrakech,38.0,4670000.0,122894.74,2.0,1.0,,,https://www.mubawab.ma/fr/a/8319598/jolie-studio-meubl%C3%A9-%C3%A0-vendre-%C3%A0-hivernage
mubawab.ma:native:8319893,probable_error,price_per_m2_above_reference_p99|suspicious_batch_high_price_per_m2,recovery_misplaced_notebook,appartement,Casablanca,74.0,9610000.0,129864.86,3.0,2.0,,,https://www.mubawab.ma/fr/a/8319893/appartement-propre-%C3%A0-vendre-hay-al-qods
mubawab.ma:native:8319974,probable_error,price_per_m2_above_reference_p99|suspicious_batch_high_price_per_m2,recovery_misplaced_notebook,appartement,Agadir,60.0,7800000.0,130000.0,2.0,1.0,,,https://www.mubawab.ma/fr/a/8319974/%E2%80%8Bappartement-%C3%A0-vendre-hay-mohammadi
mubawab.ma:native:8320578,uncertain,price_per_m2_above_reference_p99,recovery_misplaced_notebook,appartement,Bouskoura,98.0,6990000.0,71326.53,2.0,2.0,,,https://www.mubawab.ma/fr/a/8320578/bel-appartement-%C3%A0-vendre-sur-victoria
mubawab.ma:native:8321056,uncertain,price_above_p99|price_per_m2_above_reference_p99,recovery_misplaced_notebook,appartement,Casablanca,250.0,14500000.0,58000.0,3.0,4.0,,,https://www.mubawab.ma/fr/a/8321056/appartement-d%E2%80%99exception-vue-mer-%C3%A0-vendre-%C3%A0-ain-diab
mubawab.ma:native:8323199,probable_error,price_above_p99|price_per_m2_above_reference_p99|suspicious_batch_high_price_per_m2,recovery_misplaced_notebook,appartement,Casablanca,111.0,12180000.0,109729.73,2.0,3.0,,,https://www.mubawab.ma/fr/a/8323199/superbe-appartement-%C3%A0-vendre-%C3%A0-ma%C3%A2rif-extension-2-belles-chambres-meubl%C3%A9
mubawab.ma:native:8324479,probable_error,price_per_m2_above_reference_p99|suspicious_batch_high_price_per_m2,recovery_misplaced_notebook,appartement,Essaouira,38.0,4380000.0,115263.16,1.0,1.0,,,https://www.mubawab.ma/fr/a/8324479/appartement-en-vente-%C3%A0-ghazoua-2-pi%C3%A8ces
mubawab.ma:native:8324824,uncertain,price_per_m2_above_reference_p99,recovery_misplaced_notebook,studio,Casablanca,64.0,2700000.0,42187.5,3.0,2.0,,,https://www.mubawab.ma/fr/a/8324824/a-vendre-superbe-studio-meubl%C3%A9-avec-vue-d%C3%A9gag%C3%A9e-%C3%A0-ain-diab-anfa-sup
mubawab.ma:native:8325640,valid_extreme,price_per_m2_above_reference_p99,recovery_misplaced_notebook,unknown,Marrakech,60.0,3390000.0,56500.0,3.0,1.0,,,https://www.mubawab.ma/fr/a/8325640/pied-%C3%A0-terre-de-luxe-%C3%A0-l-hivernage-marrakech
mubawab.ma:native:8326154,probable_error,price_per_m2_above_reference_p99|suspicious_batch_high_price_per_m2,recovery_misplaced_notebook,appartement,Agadir,62.0,5800000.0,93548.39,2.0,1.0,,,https://www.mubawab.ma/fr/a/8326154/appartement-%C3%A0-vendre-%C3%A0-anza-vue-sur-mer
mubawab.ma:native:8327607,probable_error,price_per_m2_above_reference_p99|suspicious_batch_high_price_per_m2,recovery_misplaced_notebook,appartement,Casablanca,56.0,7380000.0,131785.71,2.0,1.0,,,https://www.mubawab.ma/fr/a/8327607/appartement-%C3%A0-vendre-56-m%C2%B2-2-chambres-oulfa-casablanca
mubawab.ma:native:8327844,probable_error,price_per_m2_above_reference_p99|suspicious_batch_high_price_per_m2,recovery_misplaced_notebook,unknown,Casablanca,90.0,8920000.0,99111.11,2.0,2.0,,,https://www.mubawab.ma/fr/a/8327844/les-roches-noires
mubawab.ma:native:8328291,uncertain,price_per_m2_above_reference_p99,recovery_misplaced_notebook,appartement,Casablanca,150.0,6300000.0,42000.0,2.0,3.0,,,https://www.mubawab.ma/fr/a/8328291/appartement-d%E2%80%99exception-%C3%A0-la-vente-%E2%80%93-casablanca-marina
mubawab.ma:native:8328481,probable_error,price_per_m2_above_reference_p99|suspicious_batch_high_price_per_m2,recovery_misplaced_notebook,appartement,Casablanca,76.0,8800000.0,115789.47,2.0,1.0,,,https://www.mubawab.ma/fr/a/8328481/appartement-%C3%A0-vendre-oulfa
mubawab.ma:native:8329157,probable_error,price_per_m2_above_reference_p99|suspicious_batch_high_price_per_m2,recovery_misplaced_notebook,appartement,El Jadida,92.0,7660000.0,83260.87,2.0,1.0,,,https://www.mubawab.ma/fr/a/8329157/appartement-en-vente-%C3%A0-quartier-a%C3%A9rodrome-3-grandes-pi%C3%A8ces-salon-marocain-s%C3%A9curit%C3%A9
