listing_id,repair_exclusion_reason,duplicate_group_id,outlier_decision,outlier_reasons,source_record_path,city,property_type_repaired,surface_m2,price_mad,price_per_m2,title_raw,price_raw,url
mubawab.ma:native:8262200,probable_parsing_error,,probable_error,price_above_p99|price_per_m2_above_reference_p99|suspicious_batch_high_price_per_m2,data\external\recovery_archive\20260902T224619Z\misplaced_notebook_data\data\raw\maisondelux_raw.csv,Casablanca,appartement,115.0,14950000.0,130000.0,,,https://www.mubawab.ma/fr/a/8262200/appartement-%C3%A0-vendre-115-m%C2%B2-3-chambres-a%C3%AFn-seba%C3%A2-casablanca
mubawab.ma:native:8262308,probable_parsing_error,,probable_error,price_above_p99|price_per_m2_above_reference_p99|suspicious_batch_high_price_per_m2,data\external\recovery_archive\20260902T224619Z\misplaced_notebook_data\data\raw\maisondelux_raw.csv,Berrechid,appartement,81.0,11720000.0,144691.36,,,https://www.mubawab.ma/fr/a/8262308/appartement-%C3%A0-vendre-81-m%C2%B2-2-chambres-tamaris-berrechid
mubawab.ma:native:8263141,probable_parsing_error,,probable_error,price_per_m2_above_reference_p99|suspicious_batch_high_price_per_m2,data\external\recovery_archive\20260902T224619Z\misplaced_notebook_data\data\raw\maisondelux_raw.csv,Agadir,appartement,68.0,8900000.0,130882.35,,,https://www.mubawab.ma/fr/a/8263141/appartement-%C3%A0-vendre-%C3%A0-tilila-superficie-68-m%C2%B2-avec-ascenseur
mubawab.ma:native:8263533,probable_parsing_error,,probable_error,price_per_m2_above_reference_p99|suspicious_batch_high_price_per_m2,data\external\recovery_archive\20260902T224619Z\misplaced_notebook_data\data\raw\maisondelux_raw.csv,Agadir,appartement,60.0,4720000.0,78666.67,,,https://www.mubawab.ma/fr/a/8263533/appartement-avendre-%C3%A0-hay-mohammadi
mubawab.ma:native:8264124,probable_parsing_error,,probable_error,price_above_p99|price_per_m2_above_reference_p99|suspicious_batch_high_price_per_m2,data\external\recovery_archive\20260902T224619Z\misplaced_notebook_data\data\raw\maisondelux_raw.csv,Casablanca,appartement,128.0,16950000.0,132421.88,,,https://www.mubawab.ma/fr/a/8264124/appartement-%C3%A0-vendre-128-m%C2%B2-2-chambres-sidi-maarouf-casablanca
mubawab.ma:native:8266468,probable_parsing_error,,probable_error,price_above_p99|price_per_m2_above_reference_p99|suspicious_batch_high_price_per_m2,data\external\recovery_archive\20260902T224619Z\misplaced_notebook_data\data\raw\maisondelux_raw.csv,Agadir,appartement,106.0,12100000.0,114150.94,,,https://www.mubawab.ma/fr/a/8266468/off-market-%E2%80%93-appartement-neuf-jamais-habit%C3%A9
mubawab.ma:native:8266863,probable_parsing_error,,probable_error,price_per_m2_above_reference_p99|suspicious_batch_high_price_per_m2,data\external\recovery_archive\20260902T224619Z\misplaced_notebook_data\data\raw\maisondelux_raw.csv,Casablanca,appartement,86.0,9910000.0,115232.56,,,https://www.mubawab.ma/fr/a/8266863/bel-appartement-de-86m-%C3%A0-ain-sebaa
mubawab.ma:native:8267103,probable_parsing_error,,probable_error,price_per_m2_above_reference_p99|suspicious_batch_high_price_per_m2,data\external\recovery_archive\20260902T224619Z\misplaced_notebook_data\data\raw\maisondelux_raw.csv,Casablanca,appartement,78.0,7820000.0,100256.41,,,https://www.mubawab.ma/fr/a/8267103/appartement-%C3%A0-vendre-78-m%C2%B2-2-chambres-hay-chrifa-casablanca
mubawab.ma:native:8268333,probable_parsing_error,,probable_error,price_above_p99|price_per_m2_above_reference_p99|suspicious_batch_high_price_per_m2,data\external\recovery_archive\20260902T224619Z\misplaced_notebook_data\data\raw\maisondelux_raw.csv,Casablanca,appartement,99.0,13890000.0,140303.03,,,https://www.mubawab.ma/fr/a/8268333/a-vendre-appartement-%C3%A0-al-qods-2-salons-2-chambres-s%C3%A9curis%C3%A9-24-24
mubawab.ma:native:8268457,probable_parsing_error,,probable_error,price_per_m2_above_reference_p99|suspicious_batch_high_price_per_m2,data\external\recovery_archive\20260902T224619Z\misplaced_notebook_data\data\raw\maisondelux_raw.csv,Casablanca,appartement,73.0,5890000.0,80684.93,,,https://www.mubawab.ma/fr/a/8268457/appartement-en-vente-%C3%A0-ain-borja-2-belles-chambres-salon-marocain-s%C3%A9curit%C3%A9
mubawab.ma:native:8271526,probable_parsing_error,,probable_error,price_above_p99|price_per_m2_above_reference_p99|suspicious_batch_high_price_per_m2,data\external\recovery_archive\20260902T224619Z\misplaced_notebook_data\data\raw\maisondelux_raw.csv,El Jadida,appartement,110.0,12780000.0,116181.82,,,https://www.mubawab.ma/fr/a/8271526/bel-appartement-%C3%A0-vendre-en-centre-ville-3-grandes-pi%C3%A8ces
mubawab.ma:native:8273282,probable_parsing_error,possible-007d3b0154d7,probable_error,price_above_p99|price_per_m2_above_reference_p99|suspicious_batch_high_price_per_m2,data\external\recovery_archive\20260902T224619Z\misplaced_notebook_data\data\raw\maisondelux_raw.csv,Casablanca,unknown,144.0,16000000.0,111111.11,,,https://www.mubawab.ma/fr/a/8273282/urgent-a-vendre-a-ain-sebaa
mubawab.ma:native:8273513,probable_parsing_error,,probable_error,price_per_m2_above_reference_p99|suspicious_batch_high_price_per_m2,data\external\recovery_archive\20260902T224619Z\misplaced_notebook_data\data\raw\maisondelux_raw.csv,Berrechid,appartement,110.0,10790000.0,98090.91,,,https://www.mubawab.ma/fr/a/8273513/grand-appartement-110-m%C2%B2-%E2%80%93-meubl%C3%A9-et-r%C3%A9nov%C3%A9-%E2%80%93-berrechid
mubawab.ma:native:8274775,probable_parsing_error,,probable_error,price_per_m2_above_reference_p99|suspicious_batch_high_price_per_m2,data\external\recovery_archive\20260902T224619Z\misplaced_notebook_data\data\raw\maisondelux_raw.csv,Agadir,appartement,81.0,6840000.0,84444.44,,,https://www.mubawab.ma/fr/a/8274775/appartement-%C3%A0-vendre-%C3%A0-hay-salam-surface-de-81-m%C2%B2-meubl%C3%A9
mubawab.ma:native:8275903,probable_parsing_error,,probable_error,price_per_m2_above_reference_p99|suspicious_batch_high_price_per_m2,data\external\recovery_archive\20260902T224619Z\misplaced_notebook_data\data\raw\maisondelux_raw.csv,Casablanca,appartement,84.0,7850000.0,93452.38,,,https://www.mubawab.ma/fr/a/8275903/appartement-%C3%A0-vendre-84-m%C2%B2-2-chambres-a%C3%AFn-seba%C3%A2-casablanca
mubawab.ma:native:8276877,probable_parsing_error,possible-af001374850c,probable_error,price_above_p99|price_per_m2_above_reference_p99|suspicious_batch_high_price_per_m2,data\external\recovery_archive\20260902T224619Z\misplaced_notebook_data\data\raw\maisondelux_raw.csv,Agadir,appartement,104.0,12000000.0,115384.62,,,https://www.mubawab.ma/fr/a/8276877/appartement-meubl%C3%A9-a-vendre-%C3%A0-hay-houda
mubawab.ma:native:8277795,probable_parsing_error,,probable_error,price_per_m2_above_reference_p99|suspicious_batch_high_price_per_m2,data\external\recovery_archive\20260902T224619Z\misplaced_notebook_data\data\raw\maisondelux_raw.csv,Berrechid,appartement,57.0,8300000.0,145614.04,,,https://www.mubawab.ma/fr/a/8277795/vend-appartement-%C3%A0-deroua-berrechid-superficie-57-m%C2%B2-s%C3%A9curit%C3%A9
mubawab.ma:native:8278139,probable_parsing_error,,probable_error,price_per_m2_above_reference_p99|suspicious_batch_high_price_per_m2,data\external\recovery_archive\20260902T224619Z\misplaced_notebook_data\data\raw\maisondelux_raw.csv,Casablanca,studio,69.0,7920000.0,114782.61,,,https://www.mubawab.ma/fr/a/8278139/24-studios-%E2%80%93-riviera-proche-cfc
mubawab.ma:native:8279142,probable_parsing_error,,probable_error,price_per_m2_above_reference_p99|suspicious_batch_high_price_per_m2,data\external\recovery_archive\20260902T224619Z\misplaced_notebook_data\data\raw\maisondelux_raw.csv,Casablanca,appartement,55.0,5340000.0,97090.91,,,https://www.mubawab.ma/fr/a/8279142/appartement-oulfa-55m2-r%C3%A9sidence-essaada
mubawab.ma:native:8283327,probable_parsing_error,,probable_error,price_above_p99|price_per_m2_above_reference_p99|suspicious_batch_high_price_per_m2,data\external\recovery_archive\20260902T224619Z\misplaced_notebook_data\data\raw\maisondelux_raw.csv,El Jadida,appartement,94.0,11560000.0,122978.72,,,https://www.mubawab.ma/fr/a/8283327/appartement-94-m2-centre-ville
mubawab.ma:native:8283943,probable_parsing_error,,probable_error,price_per_m2_above_reference_p99|suspicious_batch_high_price_per_m2,data\external\recovery_archive\20260902T224619Z\misplaced_notebook_data\data\raw\maisondelux_raw.csv,Casablanca,appartement,65.0,6360000.0,97846.15,,,https://www.mubawab.ma/fr/a/8283943/appartement-%C3%A0-l-achat-%C3%A0-al-azhar-5-grandes-pi%C3%A8ces
mubawab.ma:native:8284017,probable_parsing_error,,probable_error,price_per_m2_above_reference_p99|suspicious_batch_high_price_per_m2,data\external\recovery_archive\20260902T224619Z\misplaced_notebook_data\data\raw\maisondelux_raw.csv,Casablanca,appartement,72.0,7950000.0,110416.67,,,https://www.mubawab.ma/fr/a/8284017/appartement-spacieux-et-ensoleill%C3%A9-%C3%A0-maarif
mubawab.ma:native:8285067,probable_parsing_error,,probable_error,price_per_m2_above_reference_p99|suspicious_batch_high_price_per_m2,data\external\recovery_archive\20260902T224619Z\misplaced_notebook_data\data\raw\maisondelux_raw.csv,Casablanca,studio,48.0,5820000.0,121250.0,,,https://www.mubawab.ma/fr/a/8285067/studio-a-vendre-aux-roches-noires-r%C3%A9sidence-ferm%C3%A9e
mubawab.ma:native:8285305,probable_parsing_error,,probable_error,price_above_p99|price_per_m2_above_reference_p99|suspicious_batch_high_price_per_m2,data\external\recovery_archive\20260902T224619Z\misplaced_notebook_data\data\raw\maisondelux_raw.csv,El Jadida,appartement,93.0,13680000.0,147096.77,,,https://www.mubawab.ma/fr/a/8285305/%C3%A0-la-vente-%E2%80%93-appartement-de-standing-el-jadida
mubawab.ma:native:8285907,probable_parsing_error,,probable_error,price_per_m2_above_reference_p99|suspicious_batch_high_price_per_m2,data\external\recovery_archive\20260902T224619Z\misplaced_notebook_data\data\raw\maisondelux_raw.csv,Tanger,appartement,91.0,8910000.0,97912.09,,,https://www.mubawab.ma/fr/a/8285907/appartement-%C3%A0-vendre-91-m%C2%B2-2-chambres-castilla-tanger
mubawab.ma:native:8286236,probable_parsing_error,,probable_error,price_above_p99|price_per_m2_above_reference_p99|suspicious_batch_high_price_per_m2,data\external\recovery_archive\20260902T224619Z\misplaced_notebook_data\data\raw\maisondelux_raw.csv,Agadir,appartement,120.0,11450000.0,95416.67,,,https://www.mubawab.ma/fr/a/8286236/appartement-%C3%A0-vendre-%C3%A0-al-wifaq-3-pi%C3%A8ces-bien-meubl%C3%A9-
mubawab.ma:native:8288284,probable_parsing_error,,probable_error,price_per_m2_above_reference_p99|suspicious_batch_high_price_per_m2,data\external\recovery_archive\20260902T224619Z\misplaced_notebook_data\data\raw\maisondelux_raw.csv,Casablanca,appartement,69.0,8800000.0,127536.23,,,https://www.mubawab.ma/fr/a/8288284/appartement-en-vente-%C3%A0-a%C3%AFn-seba%C3%A2-2-chambres-agr%C3%A9ables-ascenseur-et-terrasse
mubawab.ma:native:8288618,probable_parsing_error,,probable_error,price_per_m2_above_reference_p99|suspicious_batch_high_price_per_m2,data\external\recovery_archive\20260902T224619Z\misplaced_notebook_data\data\raw\maisondelux_raw.csv,Casablanca,appartement,50.0,5340000.0,106800.0,,,https://www.mubawab.ma/fr/a/8288618/superbe-appartement-%C3%A0-vendre-%C3%A0-sidi-moumen-2-chambres-agr%C3%A9ables
mubawab.ma:native:8289231,probable_parsing_error,,probable_error,price_above_p99|price_per_m2_above_reference_p99|suspicious_batch_high_price_per_m2,data\external\recovery_archive\20260902T224619Z\misplaced_notebook_data\data\raw\maisondelux_raw.csv,Marrakech,appartement,125.0,14500000.0,116000.0,,,https://www.mubawab.ma/fr/a/8289231/appartement-%C3%A0-vendre-125-m%C2%B2-sidi-abbad-marrakech
mubawab.ma:native:8290353,probable_parsing_error,,probable_error,price_per_m2_above_reference_p99|suspicious_batch_high_price_per_m2,data\external\recovery_archive\20260902T224619Z\misplaced_notebook_data\data\raw\maisondelux_raw.csv,Casablanca,appartement,60.0,6430000.0,107166.67,,,https://www.mubawab.ma/fr/a/8290353/appartement-%C3%A0-vendre-%C3%A0-oulfa-casablanca
mubawab.ma:native:8290800,probable_parsing_error,,probable_error,price_per_m2_above_reference_p99|suspicious_batch_high_price_per_m2,data\external\recovery_archive\20260902T224619Z\misplaced_notebook_data\data\raw\maisondelux_raw.csv,Casablanca,studio,46.0,5700000.0,123913.04,,,https://www.mubawab.ma/fr/a/8290800/vente-studios-de-standing-belvedere
mubawab.ma:native:8291021,probable_parsing_error,,probable_error,price_above_p99|price_per_m2_above_reference_p99|suspicious_batch_high_price_per_m2,data\external\recovery_archive\20260902T224619Z\misplaced_notebook_data\data\raw\maisondelux_raw.csv,Casablanca,appartement,118.0,10980000.0,93050.85,,,https://www.mubawab.ma/fr/a/8291021/appartement-%C3%A0-vendre-%C3%A0-ain-chock-3-chambres-agr%C3%A9ables
mubawab.ma:native:8291223,probable_parsing_error,,probable_error,price_per_m2_above_reference_p99|suspicious_batch_high_price_per_m2,data\external\recovery_archive\20260902T224619Z\misplaced_notebook_data\data\raw\maisondelux_raw.csv,Casablanca,appartement,70.0,6530000.0,93285.71,,,https://www.mubawab.ma/fr/a/8291223/appartement-%C3%A0-riad-alhadika-casablanca
mubawab.ma:native:8291350,probable_parsing_error,,probable_error,price_per_m2_above_reference_p99|suspicious_batch_high_price_per_m2,data\external\recovery_archive\20260902T224619Z\misplaced_notebook_data\data\raw\maisondelux_raw.csv,Casablanca,appartement,64.0,5380000.0,84062.5,,,https://www.mubawab.ma/fr/a/8291350/appartement-a-anassi
mubawab.ma:native:8292266,probable_parsing_error,,probable_error,price_per_m2_above_reference_p99|suspicious_batch_high_price_per_m2,data\external\recovery_archive\20260902T224619Z\misplaced_notebook_data\data\raw\maisondelux_raw.csv,Essaouira,appartement,70.0,8630000.0,123285.71,,,https://www.mubawab.ma/fr/a/8292266/appartement-r%C3%A9nov%C3%A9-avec-terrasse-%C3%A0-essaouira
mubawab.ma:native:8292790,probable_parsing_error,possible-b81f1c7a0a18,probable_error,price_above_p99|price_per_m2_above_reference_p99|suspicious_batch_high_price_per_m2,data\external\recovery_archive\20260902T224619Z\misplaced_notebook_data\data\raw\maisondelux_raw.csv,Agadir,appartement,116.0,13800000.0,118965.52,,,https://www.mubawab.ma/fr/a/8292790/appartement-avendre-%C3%A0-hay-mohammadi
mubawab.ma:native:8293940,probable_parsing_error,possible-3c1b40936000,probable_error,price_above_p99|price_per_m2_above_reference_p99|suspicious_batch_high_price_per_m2,data\external\recovery_archive\20260902T224619Z\misplaced_notebook_data\data\raw\maisondelux_raw.csv,Casablanca,appartement,120.0,12000000.0,100000.0,,,https://www.mubawab.ma/fr/a/8293940/appartement-%C3%A0-vendre-%C3%A0-bourgogne-ouest-6-pi%C3%A8ces-confortables
mubawab.ma:native:8294831,probable_parsing_error,,probable_error,price_above_p99|price_per_m2_above_reference_p99|suspicious_batch_high_price_per_m2,data\external\recovery_archive\20260902T224619Z\misplaced_notebook_data\data\raw\maisondelux_raw.csv,Casablanca,appartement,116.0,16950000.0,146120.69,,,https://www.mubawab.ma/fr/a/8294831/appartement-%C3%A0-vendre-116-m%C2%B2-3-chambres-almaz-casablanca
mubawab.ma:native:8295215,probable_parsing_error,,probable_error,price_above_p99|price_per_m2_above_reference_p99|suspicious_batch_high_price_per_m2,data\external\recovery_archive\20260902T224619Z\misplaced_notebook_data\data\raw\maisondelux_raw.csv,Casablanca,appartement,92.0,12900000.0,140217.39,,,https://www.mubawab.ma/fr/a/8295215/appartement-en-vente-%C3%A0-hay-moulay-rachid-1-1-pi%C3%A8ce-ascenseur-et-places-de-parking
mubawab.ma:native:8296121,probable_parsing_error,,probable_error,price_per_m2_above_reference_p99|suspicious_batch_high_price_per_m2,data\external\recovery_archive\20260902T224619Z\misplaced_notebook_data\data\raw\maisondelux_raw.csv,Agadir,appartement,60.0,4640000.0,77333.33,,,https://www.mubawab.ma/fr/a/8296121/appartement-taddart-anza
mubawab.ma:native:8296501,probable_parsing_error,,probable_error,price_per_m2_above_reference_p99|suspicious_batch_high_price_per_m2,data\external\recovery_archive\20260902T224619Z\misplaced_notebook_data\data\raw\maisondelux_raw.csv,Berrechid,appartement,101.0,9671000.0,95752.48,,,https://www.mubawab.ma/fr/a/8296501/vente-appartement-%C3%A0-berrechid
mubawab.ma:native:8297374,probable_parsing_error,,probable_error,price_per_m2_above_reference_p99|suspicious_batch_high_price_per_m2,data\external\recovery_archive\20260902T224619Z\misplaced_notebook_data\data\raw\maisondelux_raw.csv,Bouskoura,appartement,80.0,10755000.0,134437.5,,,https://www.mubawab.ma/fr/a/8297374/appartement-neuf-%C3%A0-bassatine-bouskoura
mubawab.ma:native:8298481,probable_parsing_error,,probable_error,price_per_m2_above_reference_p99|suspicious_batch_high_price_per_m2,data\external\recovery_archive\20260902T224619Z\misplaced_notebook_data\data\raw\maisondelux_raw.csv,Casablanca,appartement,75.0,8440000.0,112533.33,,,https://www.mubawab.ma/fr/a/8298481/vente-d-un-bel-appartement-%C3%A0-al-azhar-2-chambres-agr%C3%A9ables-porte-blind%C3%A9e
mubawab.ma:native:8298667,probable_parsing_error,,probable_error,price_per_m2_above_reference_p99|suspicious_batch_high_price_per_m2,data\external\recovery_archive\20260902T224619Z\misplaced_notebook_data\data\raw\maisondelux_raw.csv,Casablanca,appartement,50.0,4450000.0,89000.0,,,https://www.mubawab.ma/fr/a/8298667/vente-d-un-bel-appartement-%C3%A0-al-farah-dar-essalam-2-pi%C3%A8ces-s%C3%A9curis%C3%A9-24-24
mubawab.ma:native:8298787,probable_parsing_error,,probable_error,price_per_m2_above_reference_p99|suspicious_batch_high_price_per_m2,data\external\recovery_archive\20260902T224619Z\misplaced_notebook_data\data\raw\maisondelux_raw.csv,Casablanca,unknown,54.0,5330000.0,98703.7,,,https://www.mubawab.ma/fr/a/8298787/la-mis%C3%A9ricorde-est-le-bonheur-1-pr%C3%A8s-du-bus-%C3%A0-casablanca
mubawab.ma:native:8299157,probable_parsing_error,,probable_error,price_per_m2_above_reference_p99|suspicious_batch_high_price_per_m2,data\external\recovery_archive\20260902T224619Z\misplaced_notebook_data\data\raw\maisondelux_raw.csv,Agadir,studio,44.0,4780000.0,108636.36,,,https://www.mubawab.ma/fr/a/8299157/studio-avendr-%C3%A0-islan-%C3%A0-hay-mohammadi
mubawab.ma:native:8299243,probable_parsing_error,,probable_error,price_above_p99|price_per_m2_above_reference_p99|suspicious_batch_high_price_per_m2,data\external\recovery_archive\20260902T224619Z\misplaced_notebook_data\data\raw\maisondelux_raw.csv,Casablanca,appartement,100.0,11950000.0,119500.0,,,https://www.mubawab.ma/fr/a/8299243/superbe-appartement-neuf-100m%C2%B2-a-casa-ain-borja
mubawab.ma:native:8299767,probable_parsing_error,,probable_error,price_per_m2_above_reference_p99|suspicious_batch_high_price_per_m2,data\external\recovery_archive\20260902T224619Z\misplaced_notebook_data\data\raw\maisondelux_raw.csv,Casablanca,appartement,59.0,8568000.0,145220.34,,,https://www.mubawab.ma/fr/a/8299767/appartement-ensoleill%C3%A9-%C3%A0-ain-sebaa-vue-d%C3%A9gag%C3%A9e
mubawab.ma:native:8300036,probable_parsing_error,,probable_error,price_per_m2_above_reference_p99|suspicious_batch_high_price_per_m2,data\external\recovery_archive\20260902T224619Z\misplaced_notebook_data\data\raw\maisondelux_raw.csv,Casablanca,appartement,76.0,9900000.0,130263.16,,,https://www.mubawab.ma/fr/a/8300036/appartement-76m%C2%B2-ain-seba%C3%A2-%C3%A0-vendre
mubawab.ma:native:8305040,probable_parsing_error,,probable_error,price_per_m2_above_reference_p99|suspicious_batch_high_price_per_m2,data\external\recovery_archive\20260902T224619Z\misplaced_notebook_data\data\raw\maisondelux_raw.csv,Casablanca,unknown,88.0,9750000.0,110795.45,,,https://www.mubawab.ma/fr/a/8305040/apprt-ain-borja
mubawab.ma:native:8306414,probable_parsing_error,,probable_error,price_per_m2_above_reference_p99|suspicious_batch_high_price_per_m2,data\external\recovery_archive\20260902T224619Z\misplaced_notebook_data\data\raw\maisondelux_raw.csv,Casablanca,appartement,64.0,8850000.0,138281.25,,,https://www.mubawab.ma/fr/a/8306414/vente-appartement-%C3%A0-ain-sebaa
mubawab.ma:native:8306968,probable_parsing_error,,probable_error,price_per_m2_above_reference_p99|suspicious_batch_high_price_per_m2,data\external\recovery_archive\20260902T224619Z\misplaced_notebook_data\data\raw\maisondelux_raw.csv,Agadir,appartement,86.0,10895000.0,126686.05,,,https://www.mubawab.ma/fr/a/8306968/appartement-3-chambres-spacieux-hay-salam
mubawab.ma:native:8307269,probable_parsing_error,,probable_error,price_per_m2_above_reference_p99|suspicious_batch_high_price_per_m2,data\external\recovery_archive\20260902T224619Z\misplaced_notebook_data\data\raw\maisondelux_raw.csv,Larache,appartement,73.0,10480000.0,143561.64,,,https://www.mubawab.ma/fr/a/8307269/superbe-appartement-%C3%A0-vendre-avec-aide-au-logement-%C3%A0-larache-2-excellentes-chambres-ascenseur-et-balcon
mubawab.ma:native:8307270,probable_parsing_error,,probable_error,price_above_p99|price_per_m2_above_reference_p99|suspicious_batch_high_price_per_m2,data\external\recovery_archive\20260902T224619Z\misplaced_notebook_data\data\raw\maisondelux_raw.csv,Larache,appartement,90.0,11750000.0,130555.56,,,https://www.mubawab.ma/fr/a/8307270/vente-d-appartement-avec-soutien-au-logement-%C3%A0-larache-3-chambres-excellentes-fen%C3%AAtres-avec-double-vitrage-et-porte-s%C3%A9curis%C3%A9e-
mubawab.ma:native:8307391,probable_parsing_error,,probable_error,price_per_m2_above_reference_p99|suspicious_batch_high_price_per_m2,data\external\recovery_archive\20260902T224619Z\misplaced_notebook_data\data\raw\maisondelux_raw.csv,Berrechid,appartement,74.0,6520000.0,88108.11,,,https://www.mubawab.ma/fr/a/8307391/superbe-appartement-%C3%A0-vendre-%C3%A0-berrechid-superficie-74-m%C2%B2-cuisini%C3%A8re-avec-four
mubawab.ma:native:8307667,probable_parsing_error,,probable_error,price_per_m2_above_reference_p99|suspicious_batch_high_price_per_m2,data\external\recovery_archive\20260902T224619Z\misplaced_notebook_data\data\raw\maisondelux_raw.csv,Casablanca,studio,51.0,5900000.0,115686.27,,,https://www.mubawab.ma/fr/a/8307667/joli-studio-51-m%C2%B2-mers-sultan
mubawab.ma:native:8309879,probable_parsing_error,,probable_error,price_per_m2_above_reference_p99|suspicious_batch_high_price_per_m2,data\external\recovery_archive\20260902T224619Z\misplaced_notebook_data\data\raw\maisondelux_raw.csv,El Jadida,appartement,82.0,6705000.0,81768.29,,,https://www.mubawab.ma/fr/a/8309879/vente-d-un-bel-appartement-%C3%A0-quartier-a%C3%A9rodrome-2-pi%C3%A8ces-confortables-salon-typique-marocain-r%C3%A9sidence-s%C3%A9curis%C3%A9e
mubawab.ma:native:8310002,probable_parsing_error,,probable_error,price_above_p99|price_per_m2_above_reference_p99|suspicious_batch_high_price_per_m2,data\external\recovery_archive\20260902T224619Z\misplaced_notebook_data\data\raw\maisondelux_raw.csv,Marrakech,appartement,126.0,14820000.0,117619.05,,,https://www.mubawab.ma/fr/a/8310002/grand-appartement-mhamid-avenue-nakhil
mubawab.ma:native:8311075,probable_parsing_error,,probable_error,price_per_m2_above_reference_p99|suspicious_batch_high_price_per_m2,data\external\recovery_archive\20260902T224619Z\misplaced_notebook_data\data\raw\maisondelux_raw.csv,Casablanca,appartement,55.0,6390000.0,116181.82,,,https://www.mubawab.ma/fr/a/8311075/appartement-%C3%A0-vendre-ain-sebaa-cot%C3%A9-encg-et-marjan
mubawab.ma:native:8311816,probable_parsing_error,,probable_error,price_above_p99|price_per_m2_above_reference_p99|suspicious_batch_high_price_per_m2,data\external\recovery_archive\20260902T224619Z\misplaced_notebook_data\data\raw\maisondelux_raw.csv,El Jadida,appartement,96.0,13918000.0,144979.17,,,https://www.mubawab.ma/fr/a/8311816/superbe-appartement-el-jadida
mubawab.ma:native:8312826,probable_parsing_error,,probable_error,price_per_m2_above_reference_p99|suspicious_batch_high_price_per_m2,data\external\recovery_archive\20260902T224619Z\misplaced_notebook_data\data\raw\maisondelux_raw.csv,El Jadida,appartement,72.0,9650000.0,134027.78,,,https://www.mubawab.ma/fr/a/8312826/%C3%A0-vendre-appartement-72m2-2-chambres-el-jadida
mubawab.ma:native:8313016,probable_parsing_error,,probable_error,price_per_m2_above_reference_p99|suspicious_batch_high_price_per_m2,data\external\recovery_archive\20260902T224619Z\misplaced_notebook_data\data\raw\maisondelux_raw.csv,Casablanca,appartement,68.0,9480000.0,139411.76,,,https://www.mubawab.ma/fr/a/8313016/appartement-%C3%A0-vendre-%C3%A0-riyad-al-oulfa-%E2%80%93-casablanca
mubawab.ma:native:8313386,probable_parsing_error,,probable_error,price_per_m2_above_reference_p99|suspicious_batch_high_price_per_m2,data\external\recovery_archive\20260902T224619Z\misplaced_notebook_data\data\raw\maisondelux_raw.csv,Casablanca,appartement,98.0,8880000.0,90612.24,,,https://www.mubawab.ma/fr/a/8313386/appartement-%C3%A0-vendre-98-m%C2%B2-3-chambres-sidi-moumen-casablanca
mubawab.ma:native:8314617,probable_parsing_error,,probable_error,price_above_p99|price_per_m2_above_reference_p99|suspicious_batch_high_price_per_m2,data\external\recovery_archive\20260902T224619Z\misplaced_notebook_data\data\raw\maisondelux_raw.csv,Casablanca,appartement,115.0,11500000.0,100000.0,,,https://www.mubawab.ma/fr/a/8314617/appartement-la-gironde
mubawab.ma:native:8314947,probable_parsing_error,,probable_error,price_per_m2_above_reference_p99|suspicious_batch_high_price_per_m2,data\external\recovery_archive\20260902T224619Z\misplaced_notebook_data\data\raw\maisondelux_raw.csv,Bouskoura,appartement,95.0,8850000.0,93157.89,,,https://www.mubawab.ma/fr/a/8314947/appartements-%C3%A0-vendre-%C3%A0-bouskoura-victoria
mubawab.ma:native:8315156,probable_parsing_error,,probable_error,price_above_p99|price_per_m2_above_reference_p99|suspicious_batch_high_price_per_m2,data\external\recovery_archive\20260902T224619Z\misplaced_notebook_data\data\raw\maisondelux_raw.csv,Casablanca,appartement,90.0,11840000.0,131555.56,,,https://www.mubawab.ma/fr/a/8315156/vente-d-un-bel-appartement-%C3%A0-ain-borja-surface-de-90-m%C2%B2-salon-traditionnel-et-syst%C3%A8me-d-antenne-parabolique
mubawab.ma:native:8315546,probable_parsing_error,,probable_error,price_per_m2_above_reference_p99|suspicious_batch_high_price_per_m2,data\external\recovery_archive\20260902T224619Z\misplaced_notebook_data\data\raw\maisondelux_raw.csv,Larache,appartement,97.0,7770000.0,80103.09,,,https://www.mubawab.ma/fr/a/8315546/bel-appartement-%C3%A0-vendre-%C3%A0-larache-surface-totale-97-m%C2%B2-avec-ascenseur-et-terrasse
mubawab.ma:native:8315872,probable_parsing_error,,probable_error,price_per_m2_above_reference_p99|suspicious_batch_high_price_per_m2,data\external\recovery_archive\20260902T224619Z\misplaced_notebook_data\data\raw\maisondelux_raw.csv,Casablanca,studio,61.0,7976000.0,130754.1,,,https://www.mubawab.ma/fr/a/8315872/studio-de-61-m%C2%B2-%C3%A0-vendre-%C3%A0-mers-sultan
mubawab.ma:native:8316546,probable_parsing_error,,probable_error,price_per_m2_above_reference_p99|suspicious_batch_high_price_per_m2,data\external\recovery_archive\20260902T224619Z\misplaced_notebook_data\data\raw\maisondelux_raw.csv,Bouskoura,appartement,77.0,9630000.0,125064.94,,,https://www.mubawab.ma/fr/a/8316546/appartement-neuf-%C3%A0-vendre-%C3%A0-victoria
