listing_id,source,source_listing_id,city,neighborhood,region,latitude,longitude,surface_m2,bedrooms,bathrooms,furnished_status,parking,balcony,sea_view,price_mad,price_per_m2,property_type,transaction_type,publication_date,publication_date_status,scraped_at,url,validation_status,validation_reasons,deduplication_status,duplicate_of,title_raw,price_raw,location_raw,details_raw,source_record_path
mubawab.ma:native:8367900,mubawab.ma,8367900,Marrakech,Guéliz,Marrakech-Safi,,,95.0,2.0,2.0,furnished,yes,yes,unknown,2000000.0,21052.63,appartement,sale,,unknown,Wed Sep 02 2026 17:39:57 GMT+0100 (UTC+01:00),https://www.mubawab.ma/fr/a/8367900/superbe-appartement-%C3%A0-vendre-%C3%A0-gu%C3%A9liz-surface-de-95-m%C2%B2-ascenseur,valid,,unique,,,,,,data\external\recovery_archive\20260902T224619Z\misplaced_notebook_data\data\raw\maisondelux_raw.csv
mubawab.ma:content:ac5610ee04b03b29f94e8e1e,mubawab.ma,,Casablanca,Hay Al Fadl,Casablanca-Settat,,,116.0,3.0,2.0,unknown,unknown,unknown,unknown,1200000.0,10344.83,appartement,sale,,unknown,Fri Aug 14 2026 16:31:10 GMT+0100 (UTC+01:00),,valid,,unique,,"Appartement à vendre 116 m², 3 chambres Hay Al Fadl Casablan...",1 200 000 DH,"Hay Al Fadl, Casablanca",116 m² 3 Chambres 2 Salles de bains,git:HEAD:data/raw/maisonlux_maroc_complet.csv
mubawab.ma:content:05179c7fa05a64b8e3438a06,mubawab.ma,,Casablanca,Gauthier,Casablanca-Settat,,,217.0,3.0,3.0,unknown,unknown,unknown,unknown,3500000.0,16129.03,appartement,sale,,unknown,Fri Aug 14 2026 16:31:10 GMT+0100 (UTC+01:00),,valid,,unique,,"Appartement à Vendre de 217.0 m² à Casablanca, Gauthier",3 500 000 DH,"Gauthier, Casablanca",217 m² 5 Pièces 3 Chambres 3 Salles de bains,git:HEAD:data/raw/maisonlux_maroc_complet.csv
mubawab.ma:content:8810f6d50c6a91ca4e72ef1d,mubawab.ma,,Rabat,Haut Agdal,Rabat-Salé-Kenitra,,,226.0,3.0,2.0,unknown,unknown,unknown,unknown,6450000.0,28539.82,appartement,sale,,unknown,Fri Aug 14 2026 16:31:10 GMT+0100 (UTC+01:00),,valid,,unique,,Vente appartement à Rabat Haut Agdal,6 450 000 DH,"Haut Agdal, Rabat",226 m² 5 Pièces 3 Chambres 2 Salles de bains,git:HEAD:data/raw/maisonlux_maroc_complet.csv
mubawab.ma:content:ec9f70e66e65edf869e0b529,mubawab.ma,,Tanger,Marjane,Tangier-Tetouan-Al Hoceima,,,83.0,2.0,2.0,unknown,unknown,unknown,unknown,1450000.0,17469.88,appartement,sale,,unknown,Fri Aug 14 2026 16:31:10 GMT+0100 (UTC+01:00),,valid,,unique,,Opportunité unique – Route rabat Tanger,1 450 000 DH,"Marjane, Tanger",83 m² 3 Pièces 2 Chambres 2 Salles de bains,git:HEAD:data/raw/maisonlux_maroc_complet.csv
mubawab.ma:content:c3f4c4a445bbc31cbb7b3620,mubawab.ma,,Casablanca,Al Madina Aljadida,Casablanca-Settat,,,44.0,1.0,1.0,unknown,unknown,unknown,unknown,900000.0,20454.55,appartement,sale,,unknown,Fri Aug 14 2026 16:31:10 GMT+0100 (UTC+01:00),,valid,,unique,,Vente Appartement à Zenata,900 000 DH,"Al Madina Aljadida, Casablanca",44 m² 2 Pièces 1 Ch. 1 Salle de bain,git:HEAD:data/raw/maisonlux_maroc_complet.csv
mubawab.ma:content:c0981695a87296088a91e426,mubawab.ma,,Casablanca,Ain Diab Extension,Casablanca-Settat,,,223.0,3.0,2.0,unknown,unknown,unknown,unknown,3110000.0,13946.19,appartement,sale,,unknown,Fri Aug 14 2026 16:31:10 GMT+0100 (UTC+01:00),,valid,,unique,,Vente d'un bel appartement à Ain Diab Extension. 3 pièces co...,3 110 000 DH,"Ain Diab Extension, Casablanca",223 m² 4 Pièces 3 Chambres 2 Salles de bains,git:HEAD:data/raw/maisonlux_maroc_complet.csv
mubawab.ma:content:27e99a7b0384e4b3f776ac9c,mubawab.ma,,Casablanca,Racine,Casablanca-Settat,,,115.0,2.0,2.0,unknown,unknown,unknown,unknown,2700000.0,23478.26,appartement,sale,,unknown,Fri Aug 14 2026 16:31:10 GMT+0100 (UTC+01:00),,valid,,unique,,Appartement en vente sur racine,2 700 000 DH,"Racine, Casablanca",115 m² 3 Pièces 2 Chambres 2 Salles de bains,git:HEAD:data/raw/maisonlux_maroc_complet.csv
mubawab.ma:content:31fef9ca973df5d4db10e365,mubawab.ma,,Casablanca,Racine,Casablanca-Settat,,,175.0,3.0,2.0,unknown,unknown,unknown,unknown,3300000.0,18857.14,appartement,sale,,unknown,Fri Aug 14 2026 16:31:10 GMT+0100 (UTC+01:00),,valid,,unique,,Appartement a vendre Racine,3 300 000 DH,"Racine, Casablanca",175 m² 5 Pièces 3 Chambres 2 Salles de bains,git:HEAD:data/raw/maisonlux_maroc_complet.csv
mubawab.ma:content:07c08b53f24d988a52118a86,mubawab.ma,,Berrechid,Berrechid,Casablanca-Settat,,,121.0,3.0,2.0,unknown,unknown,unknown,unknown,720000.0,5950.41,appartement,sale,,unknown,Fri Aug 14 2026 16:31:10 GMT+0100 (UTC+01:00),,valid,,unique,,Vente appartement Nassr Allah Berrechid,720 000 DH,"Berrechid, Berrechid",121 m² 4 Pièces 3 Chambres 2 Salles de bains,git:HEAD:data/raw/maisonlux_maroc_complet.csv
mubawab.ma:content:442f67c45d66a2b0734bad5c,mubawab.ma,,Casablanca,La Vilette,Casablanca-Settat,,,138.0,2.0,1.0,unknown,unknown,unknown,unknown,920000.0,6666.67,appartement,sale,,unknown,Fri Aug 14 2026 16:31:10 GMT+0100 (UTC+01:00),,valid,,unique,,Appartement à vendre ibn tachfine,920 000 DH,"La Vilette, Casablanca",138 m² 4 Pièces 2 Chambres 1 Salle de bain,git:HEAD:data/raw/maisonlux_maroc_complet.csv
mubawab.ma:content:0c8d523d0e7dfe11a4a893e7,mubawab.ma,,Casablanca,Val Fleury,Casablanca-Settat,,,175.0,4.0,3.0,unknown,unknown,unknown,unknown,2550000.0,14571.43,appartement,sale,,unknown,Fri Aug 14 2026 16:31:10 GMT+0100 (UTC+01:00),,valid,,unique,,Appartement à vendre – 175 m²à val fleuri,2 550 000 DH,"Val Fleury, Casablanca",175 m² 5 Pièces 4 Chambres 3 Salles de bains,git:HEAD:data/raw/maisonlux_maroc_complet.csv
mubawab.ma:content:1190652086fa772588eb811d,mubawab.ma,,Tanger,Msala,Tangier-Tetouan-Al Hoceima,,,149.0,3.0,2.0,unknown,unknown,unknown,unknown,2590000.0,17382.55,appartement,sale,,unknown,Fri Aug 14 2026 16:31:10 GMT+0100 (UTC+01:00),,valid,,unique,,Appartment haut standing a Vendre Rue Fes Tanger,2 590 000 DH,"Msala, Tanger",149 m² 2 Pièces 3 Chambres 2 Salles de bains,git:HEAD:data/raw/maisonlux_maroc_complet.csv
mubawab.ma:content:d2847085ca064c3dd5422689,mubawab.ma,,Marrakech,Ennakhil (Palmeraie),Marrakech-Safi,,,133.0,2.0,2.0,furnished,unknown,unknown,unknown,2050000.0,15413.53,appartement,sale,,unknown,Fri Aug 14 2026 16:31:10 GMT+0100 (UTC+01:00),,valid,,unique,,Appartement semi meuble avec belle terrasse,2 050 000 DH,"Ennakhil (Palmeraie), Marrakech",133 m² 3 Pièces 2 Chambres 2 Salles de bains,git:HEAD:data/raw/maisonlux_maroc_complet.csv
mubawab.ma:content:c4ab47ce4bedee9891b5484e,mubawab.ma,,Marrakech,Guéliz,Marrakech-Safi,,,100.0,3.0,2.0,unknown,unknown,unknown,unknown,1900000.0,19000.0,appartement,sale,,unknown,Fri Aug 14 2026 16:31:10 GMT+0100 (UTC+01:00),,valid,,unique,,Appartement à Gueliz juste à côté de la gare,1 900 000 DH,"Guéliz, Marrakech",100 m² 5 Pièces 3 Chambres 2 Salles de bains,git:HEAD:data/raw/maisonlux_maroc_complet.csv
mubawab.ma:content:907b3af4cb90d8bf42fc946e,mubawab.ma,,Marrakech,Les Portes de Marrakech,Marrakech-Safi,,,90.0,4.0,1.0,unknown,unknown,unknown,unknown,700000.0,7777.78,appartement,sale,,unknown,Fri Aug 14 2026 16:31:10 GMT+0100 (UTC+01:00),,valid,,unique,,Appartement,700 000 DH,"Les Portes de Marrakech, Marrakech",90 m² 4 Pièces 4 Chambres 1 Salle de bain,git:HEAD:data/raw/maisonlux_maroc_complet.csv
mubawab.ma:content:d79fa1bd2903b78fb24616bd,mubawab.ma,,Marrakech,Guéliz,Marrakech-Safi,,,74.0,3.0,1.0,unknown,unknown,unknown,unknown,1400000.0,18918.92,appartement,sale,,unknown,Fri Aug 14 2026 16:31:10 GMT+0100 (UTC+01:00),,valid,,unique,,Opportunité D'un Bel Appartement En Plein Gueliz,1 400 000 DH,"Guéliz, Marrakech",74 m² 4 Pièces 3 Chambres 1 Salle de bain,git:HEAD:data/raw/maisonlux_maroc_complet.csv
mubawab.ma:native:8386956,mubawab.ma,8386956,Casablanca,Gauthier,Casablanca-Settat,,,223.0,3.0,2.0,unknown,yes,unknown,unknown,4050000.0,18161.43,appartement,sale,,unknown,Wed Sep 02 2026 07:11:55 GMT+0100 (UTC+01:00),https://www.mubawab.ma/fr/a/8386956/appartement-%C3%A0-vendre-223-m%C2%B2-3-chambres-gauthier-casablanca,valid,,unique,,,,,,data\external\recovery_archive\20260902T224619Z\misplaced_notebook_data\data\raw\maisondelux_raw.csv
mubawab.ma:native:8304159,mubawab.ma,8304159,Casablanca,Ain Diab,Casablanca-Settat,,,203.0,3.0,3.0,unknown,yes,yes,yes,5500000.0,27093.6,appartement,sale,,unknown,Wed Sep 02 2026 11:59:28 GMT+0100 (UTC+01:00),https://www.mubawab.ma/fr/a/8304159/appartement-ain-diab,valid,,unique,,,,,,data\external\recovery_archive\20260902T224619Z\misplaced_notebook_data\data\raw\maisondelux_raw.csv
mubawab.ma:native:8385857,mubawab.ma,8385857,Marrakech,le quartier exclusif de M Avenue à,Marrakech-Safi,,,110.0,4.0,1.0,furnished,yes,yes,unknown,6200000.0,56363.64,appartement,sale,,unknown,Wed Sep 02 2026 22:06:51 GMT+0100 (UTC+01:00),https://www.mubawab.ma/fr/a/8385857/luxe-appartement-d-une-chambre-%C3%A0-m-avenue,valid,,unique,,,,,,data\external\recovery_archive\20260902T224619Z\misplaced_notebook_data\data\raw\maisondelux_raw.csv
mubawab.ma:content:b61cb76b584789decf7402c9,mubawab.ma,,Tanger,Moujahidine,Tangier-Tetouan-Al Hoceima,,,86.0,2.0,1.0,unknown,unknown,unknown,unknown,1000000.0,11627.91,appartement,sale,,unknown,Fri Aug 14 2026 16:31:10 GMT+0100 (UTC+01:00),,valid,,unique,,"Appartement à vendre 86 m², 2 chambres Moujahidine Tanger",1 000 000 DH,"Moujahidine, Tanger",86 m² 2 Chambres 1 Salle de bain,git:HEAD:data/raw/maisonlux_maroc_complet.csv
mubawab.ma:content:c988b25884d2cd50abfa2e45,mubawab.ma,,Casablanca,Californie,Casablanca-Settat,,,143.0,2.0,2.0,unknown,unknown,unknown,unknown,1750000.0,12237.76,appartement,sale,,unknown,Fri Aug 14 2026 16:31:10 GMT+0100 (UTC+01:00),,valid,,unique,,"Appartement à Vendre de 143.0 m² à Casablanca, Californie",1 750 000 DH,"Californie, Casablanca",143 m² 4 Pièces 2 Chambres 2 Salles de bains,git:HEAD:data/raw/maisonlux_maroc_complet.csv
mubawab.ma:native:8406444,mubawab.ma,8406444,Tanger,Malabata,Tangier-Tetouan-Al Hoceima,,,114.0,3.0,2.0,unknown,yes,yes,unknown,2970000.0,26052.63,appartement,sale,,unknown,Tue Sep 01 2026 23:24:03 GMT+0100 (UTC+01:00),https://www.mubawab.ma/fr/a/8406444/appartement-neuf-114-m%C2%B2-3-chambres-malabata-tgv,valid,,unique,,,,,,data\external\recovery_archive\20260902T224619Z\misplaced_notebook_data\data\raw\maisondelux_raw.csv
mubawab.ma:content:26679f4539327f466064391d,mubawab.ma,,Tanger,Azib Haj Kaddour,Tangier-Tetouan-Al Hoceima,,,97.0,3.0,2.0,unknown,unknown,unknown,unknown,1940000.0,20000.0,appartement,sale,,unknown,Fri Aug 14 2026 16:31:10 GMT+0100 (UTC+01:00),,valid,,unique,,Appartement ensoleillé belle façade,1 940 000 DH,"Azib Haj Kaddour, Tanger",97 m² 4 Pièces 3 Chambres 2 Salles de bains,git:HEAD:data/raw/maisonlux_maroc_complet.csv
mubawab.ma:native:8405404,mubawab.ma,8405404,Marrakech,l’exploitation dès le premier jour,Marrakech-Safi,,,63.0,2.0,1.0,furnished,yes,yes,unknown,1790000.0,28412.7,appartement,sale,,unknown,Wed Sep 02 2026 17:30:58 GMT+0100 (UTC+01:00),https://www.mubawab.ma/fr/a/8405404/projet-d%E2%80%99investissement-%E2%80%93-appartement-de-luxe-pr%C3%AAt-%C3%A0-l%E2%80%99exploitation-d%C3%A8s-le-premier-jour-marrakech-%E2%80%93-hivernage-gu%C3%A9liz,valid,,unique,,,,,,data\external\recovery_archive\20260902T224619Z\misplaced_notebook_data\data\raw\maisondelux_raw.csv
mubawab.ma:content:366fd248f688156b2d10209c,mubawab.ma,,Casablanca,Le Domaine D'Anfa,Casablanca-Settat,,,115.0,2.0,2.0,unknown,unknown,unknown,unknown,2950000.0,25652.17,appartement,sale,,unknown,Fri Aug 14 2026 16:31:10 GMT+0100 (UTC+01:00),,valid,,unique,,Vend appartement à Le Domaine D'Anfa. Surface totale 115 m²...,2 950 000 DH,"Le Domaine D'Anfa, Casablanca",115 m² 3 Pièces 2 Chambres 2 Salles de bains,git:HEAD:data/raw/maisonlux_maroc_complet.csv
mubawab.ma:content:b0e0b1a5201ad84195517079,mubawab.ma,,Casablanca,Hay Hassani,Casablanca-Settat,,,101.0,2.0,2.0,unknown,unknown,unknown,unknown,1310000.0,12970.3,appartement,sale,,unknown,Fri Aug 14 2026 16:31:10 GMT+0100 (UTC+01:00),,valid,,unique,,Appartement neuf quartier Hay Hassani,1 310 000 DH,"Hay Hassani, Casablanca",101 m² 3 Pièces 2 Chambres 2 Salles de bains,git:HEAD:data/raw/maisonlux_maroc_complet.csv
mubawab.ma:content:76ab7f1a0220db81ed525e69,mubawab.ma,,Fès,Nouvelle Ville,Fez-Meknes,,,125.0,3.0,2.0,unknown,unknown,unknown,unknown,1250000.0,10000.0,appartement,sale,,unknown,Fri Aug 14 2026 16:31:10 GMT+0100 (UTC+01:00),,valid,,unique,,"Appartement à vendre 125 m², 3 chambres Nouvelle Ville Fès",1 250 000 DH,"Nouvelle Ville, Fès",125 m² 3 Chambres 2 Salles de bains,git:HEAD:data/raw/maisonlux_maroc_complet.csv
mubawab.ma:content:96943680e93febed770fb03d,mubawab.ma,,Marrakech,Ouasis,Marrakech-Safi,,,55.0,2.0,1.0,unknown,unknown,unknown,unknown,780000.0,14181.82,appartement,sale,,unknown,Fri Aug 14 2026 16:31:10 GMT+0100 (UTC+01:00),,valid,,unique,,Appartement 55 m² Proche McDonald's,780 000 DH,"Ouasis, Marrakech",55 m² 5 Pièces 2 Chambres 1 Salle de bain,git:HEAD:data/raw/maisonlux_maroc_complet.csv
mubawab.ma:url:8a6d3bf1812481ae7424fde9,mubawab.ma,,Casablanca,Californie,Casablanca-Settat,,,117.0,3.0,2.0,unknown,yes,yes,unknown,2000000.0,17094.02,appartement,sale,,unknown,Wed Sep 02 2026 02:59:13 GMT+0100 (UTC+01:00),https://www.mubawab.ma/fr/pa/8139011/superbe-appartement-%C3%A0-vendre-%C3%A0-californie-3-chambres-agr%C3%A9ables,valid,,unique,,,,,,data\external\recovery_archive\20260902T224619Z\misplaced_notebook_data\data\raw\maisondelux_raw.csv
mubawab.ma:url:eac104877be95198eb0d718d,mubawab.ma,,Casablanca,l'achat à,Casablanca-Settat,,,100.0,2.0,2.0,unknown,yes,yes,unknown,1712500.0,17125.0,appartement,sale,,unknown,Wed Sep 02 2026 02:56:11 GMT+0100 (UTC+01:00),https://www.mubawab.ma/fr/pa/8139009/appartement-%C3%A0-l-achat-%C3%A0-californie-2-chambres-agr%C3%A9ables,valid,,unique,,,,,,data\external\recovery_archive\20260902T224619Z\misplaced_notebook_data\data\raw\maisondelux_raw.csv
mubawab.ma:content:79c755cb2cc53c70a0c6c90f,mubawab.ma,,Casablanca,Sidi Maarouf,Casablanca-Settat,,,88.0,1.0,1.0,unknown,unknown,unknown,unknown,1300000.0,14772.73,appartement,sale,,unknown,Fri Aug 14 2026 16:31:10 GMT+0100 (UTC+01:00),,valid,,unique,,Très belle appartement avec jardin,1 300 000 DH,"Sidi Maarouf, Casablanca",88 m² 1 Pièce 1 Ch. 1 Salle de bain,git:HEAD:data/raw/maisonlux_maroc_complet.csv
mubawab.ma:native:8390542,mubawab.ma,8390542,Marrakech,Guéliz,Marrakech-Safi,,,61.0,2.0,1.0,furnished,yes,unknown,unknown,2612500.0,42827.87,appartement,sale,,unknown,Wed Sep 02 2026 22:02:09 GMT+0100 (UTC+01:00),https://www.mubawab.ma/fr/a/8390542/superbe-f3-meubl%C3%A9-proche-gueliz-avec-piscine,valid,,unique,,,,,,data\external\recovery_archive\20260902T224619Z\misplaced_notebook_data\data\raw\maisondelux_raw.csv
mubawab.ma:content:2c3542fda1519913fa1800b4,mubawab.ma,,Rabat,Souissi,Rabat-Salé-Kenitra,,,170.0,3.0,3.0,unknown,unknown,unknown,unknown,3500000.0,20588.24,appartement,sale,,unknown,Fri Aug 14 2026 16:31:10 GMT+0100 (UTC+01:00),,valid,,unique,,Appartement à vendre quartier Al Manzah prolongement souissi,3 500 000 DH,"Souissi, Rabat",170 m² 5 Pièces 3 Chambres 3 Salles de bains,git:HEAD:data/raw/maisonlux_maroc_complet.csv
mubawab.ma:native:8251873,mubawab.ma,8251873,Casablanca,La Gironde,Casablanca-Settat,,,110.0,2.0,2.0,unknown,yes,unknown,unknown,1580000.0,14363.64,appartement,sale,,unknown,Wed Sep 02 2026 12:33:26 GMT+0100 (UTC+01:00),https://www.mubawab.ma/fr/a/8251873/appartement-%C3%A0-vendre-de-110-0-m%C2%B2-%C3%A0-casablanca-la-gironde,valid,,unique,,,,,,data\external\recovery_archive\20260902T224619Z\misplaced_notebook_data\data\raw\maisondelux_raw.csv
mubawab.ma:content:41de96f0c083124a32ba1dec,mubawab.ma,,Casablanca,2 Mars,Casablanca-Settat,,,123.0,3.0,2.0,unknown,unknown,unknown,unknown,1770000.0,14390.24,appartement,sale,,unknown,Fri Aug 14 2026 16:31:10 GMT+0100 (UTC+01:00),,valid,,unique,,"Appartement à vendre 123 m², 3 chambres 2 Mars Casablanca",1 770 000 DH,Casablanca,123 m² 3 Chambres 2 Salles de bains,git:HEAD:data/raw/maisonlux_maroc_complet.csv
mubawab.ma:content:b2b3f4fccf3bbea0b4cbd2d5,mubawab.ma,,Tanger,De La Plage,Tangier-Tetouan-Al Hoceima,,,90.0,2.0,2.0,unknown,unknown,unknown,unknown,2295000.0,25500.0,appartement,sale,,unknown,Fri Aug 14 2026 16:31:10 GMT+0100 (UTC+01:00),,valid,,unique,,Appartement de 90m en vente en face de la plage Ma,2 295 000 DH,"De La Plage, Tanger",90 m² 3 Pièces 2 Chambres 2 Salles de bains,git:HEAD:data/raw/maisonlux_maroc_complet.csv
mubawab.ma:content:c8960cae93a1ae4de6467f11,mubawab.ma,,Casablanca,Sidi Othmane,Casablanca-Settat,,,80.0,1.0,2.0,unknown,unknown,unknown,unknown,1480000.0,18500.0,appartement,sale,,unknown,Fri Aug 14 2026 16:31:10 GMT+0100 (UTC+01:00),,valid,,unique,,"Apt 80 m² rénové, 2ème etg— Vue panoramic parc",1 480 000 DH,"Sidi Othmane, Casablanca",80 m² 2 Pièces 1 Ch. 2 Salles de bains,git:HEAD:data/raw/maisonlux_maroc_complet.csv
mubawab.ma:native:8302262,mubawab.ma,8302262,Casablanca,Aïn Sebaâ,Casablanca-Settat,,,177.0,3.0,2.0,furnished,yes,yes,unknown,1750000.0,9887.01,appartement,sale,,unknown,Wed Sep 02 2026 12:03:33 GMT+0100 (UTC+01:00),https://www.mubawab.ma/fr/a/8302262/appartement-%C3%A0-vendre-%C3%A0-a%C3%AFn-seba%C3%A2-surface-de-177-m%C2%B2,valid,,unique,,,,,,data\external\recovery_archive\20260902T224619Z\misplaced_notebook_data\data\raw\maisondelux_raw.csv
mubawab.ma:native:8316546,mubawab.ma,8316546,Bouskoura,Victoria,Casablanca-Settat,,,77.0,2.0,2.0,unknown,yes,unknown,unknown,9630000.0,125064.94,appartement,sale,,unknown,Wed Sep 02 2026 01:15:39 GMT+0100 (UTC+01:00),https://www.mubawab.ma/fr/a/8316546/appartement-neuf-%C3%A0-vendre-%C3%A0-victoria,valid,,unique,,,,,,data\external\recovery_archive\20260902T224619Z\misplaced_notebook_data\data\raw\maisondelux_raw.csv
mubawab.ma:content:52d6fab6dbcd383e49a76c58,mubawab.ma,,Kénitra,Ismalia,Rabat-Salé-Kenitra,,,52.0,2.0,1.0,unknown,unknown,unknown,unknown,220000.0,4230.77,appartement,sale,,unknown,Fri Aug 14 2026 16:31:10 GMT+0100 (UTC+01:00),,valid,,unique,,Appartement à l'achat à kasbah de kenitra. 2 belles chambres...,220 000 DH,"Ismalia, Kénitra",52 m² 1 Pièce 2 Chambres 1 Salle de bain,git:HEAD:data/raw/maisonlux_maroc_complet.csv
mubawab.ma:content:017757b882628de4b0e37484,mubawab.ma,,Casablanca,Californie,Casablanca-Settat,,,121.0,3.0,2.0,unknown,unknown,unknown,unknown,2050000.0,16942.15,appartement,sale,,unknown,Fri Aug 14 2026 16:31:10 GMT+0100 (UTC+01:00),,valid,,unique,,Appart à vendre 121m² à Jnane californie,2 050 000 DH,"Californie, Casablanca",121 m² 5 Pièces 3 Chambres 2 Salles de bains,git:HEAD:data/raw/maisonlux_maroc_complet.csv
mubawab.ma:content:47532c1e6d31aedc2e35bfb3,mubawab.ma,,Marrakech,Sidi Ben Slimane El Jazouli,Marrakech-Safi,,,147.0,10.0,2.0,unknown,unknown,unknown,unknown,3900000.0,26530.61,appartement,sale,,unknown,Fri Aug 14 2026 16:31:10 GMT+0100 (UTC+01:00),,valid,,unique,,Riad traditionnel à rénover au cœur de Bab dokkala,3 900 000 DH,"Sidi Ben Slimane El Jazouli, Marrakech",147 m² 13 Pièces 10 Chambres 2 Salles de bains,git:HEAD:data/raw/maisonlux_maroc_complet.csv
mubawab.ma:content:8c85e18583e3bf2c54e8a117,mubawab.ma,,Casablanca,Californie,Casablanca-Settat,,,180.0,3.0,2.0,unknown,unknown,unknown,unknown,2430000.0,13500.0,appartement,sale,,unknown,Fri Aug 14 2026 16:31:10 GMT+0100 (UTC+01:00),,valid,,unique,,Appartement à l'achat à Californie. 4 pièces. Cuisine bien é...,2 430 000 DH,"Californie, Casablanca",180 m² 4 Pièces 3 Chambres 2 Salles de bains,git:HEAD:data/raw/maisonlux_maroc_complet.csv
mubawab.ma:content:d2377324a2e2f29aa293743b,mubawab.ma,,Agadir,Hay Qods,Souss-Massa,,,64.0,2.0,1.0,unknown,unknown,unknown,unknown,650000.0,10156.25,appartement,sale,,unknown,Fri Aug 14 2026 16:31:10 GMT+0100 (UTC+01:00),,valid,,unique,,Appartement à vendre à Hay Qods. Surface de 64 m². Salon Mar...,650 000 DH,"Hay Qods, Agadir",64 m² 1 Pièce 2 Chambres 1 Salle de bain,git:HEAD:data/raw/maisonlux_maroc_complet.csv
mubawab.ma:content:109fc1654f7efb0e43be2775,mubawab.ma,,Marrakech,Guéliz,Marrakech-Safi,,,203.0,3.0,4.0,unknown,unknown,unknown,unknown,2890000.0,14236.45,appartement,sale,,unknown,Fri Aug 14 2026 16:31:10 GMT+0100 (UTC+01:00),,valid,,unique,,Appartement d'architecte à vendre derrière Amoud,2 890 000 DH,"Guéliz, Marrakech",203 m² 4 Pièces 3 Chambres 4 Salles de bains,git:HEAD:data/raw/maisonlux_maroc_complet.csv
mubawab.ma:content:6c4d7feeabb6b4175a1c29a7,mubawab.ma,,Fès,Hay Al Wifaq,Fez-Meknes,,,95.0,2.0,1.0,unknown,unknown,unknown,unknown,420000.0,4421.05,appartement,sale,,unknown,Fri Aug 14 2026 16:31:10 GMT+0100 (UTC+01:00),,valid,,unique,,Appartement à vendre à hay Ennakhil,420 000 DH,"Hay Al Wifaq, Fès",95 m² 7 Pièces 2 Chambres 1 Salle de bain,git:HEAD:data/raw/maisonlux_maroc_complet.csv
mubawab.ma:content:5f62c633a8851c72c102958d,mubawab.ma,,Marrakech,Guéliz,Marrakech-Safi,,,125.0,3.0,2.0,unknown,unknown,unknown,unknown,1650000.0,13200.0,appartement,sale,,unknown,Fri Aug 14 2026 16:31:10 GMT+0100 (UTC+01:00),,valid,,unique,,Appart à vendre 125 m² Guéliz,1 650 000 DH,"Guéliz, Marrakech",125 m² 5 Pièces 3 Chambres 2 Salles de bains,git:HEAD:data/raw/maisonlux_maroc_complet.csv
mubawab.ma:native:8266621,mubawab.ma,8266621,Marrakech,Guéliz,Marrakech-Safi,,,108.0,2.0,1.0,furnished,yes,yes,unknown,2000000.0,18518.52,appartement,sale,,unknown,Wed Sep 02 2026 22:02:53 GMT+0100 (UTC+01:00),https://www.mubawab.ma/fr/a/8266621/gu%C3%A9liz-appartement-2-chambres-%C3%A0-vendre,valid,,unique,,,,,,data\external\recovery_archive\20260902T224619Z\misplaced_notebook_data\data\raw\maisondelux_raw.csv
mubawab.ma:native:8253285,mubawab.ma,8253285,Larache,Larache,Tangier-Tetouan-Al Hoceima,,,96.0,3.0,1.0,unknown,yes,yes,yes,10600000.0,110416.67,appartement,sale,,unknown,Wed Sep 02 2026 15:45:09 GMT+0100 (UTC+01:00),https://www.mubawab.ma/fr/a/8253285/bel-appartement-%C3%A0-vendre-%C3%A0-larache-3-pi%C3%A8ces-confortables-syst%C3%A8me-de-parabole-et-salon-marocain,valid,,unique,,,,,,data\external\recovery_archive\20260902T224619Z\misplaced_notebook_data\data\raw\maisondelux_raw.csv
mubawab.ma:content:4ee83bd58e1a2720c51ef122,mubawab.ma,,Casablanca,2 Mars,Casablanca-Settat,,,112.0,3.0,2.0,unknown,unknown,unknown,unknown,1650000.0,14732.14,appartement,sale,,unknown,Fri Aug 14 2026 16:31:10 GMT+0100 (UTC+01:00),,valid,,unique,,"Appartement à vendre 112 m², 3 chambres 2 Mars Casablanca",1 650 000 DH,Casablanca,112 m² 3 Chambres 2 Salles de bains,git:HEAD:data/raw/maisonlux_maroc_complet.csv
mubawab.ma:content:50852d9d8d68a4c340f671ff,mubawab.ma,,Tanger,Tanger City Center,Tangier-Tetouan-Al Hoceima,,,51.0,4.0,,unknown,unknown,unknown,unknown,1740000.0,34117.65,appartement,sale,,unknown,Fri Aug 14 2026 16:31:10 GMT+0100 (UTC+01:00),,valid,,unique,,Appartement en vente à Tanger City Center. Superficie 51 m²,1 740 000 DH,"Tanger City Center, Tanger",51 m² 4 Chambres,git:HEAD:data/raw/maisonlux_maroc_complet.csv
mubawab.ma:content:76753c21e449ae8cbef0e94d,mubawab.ma,,Casablanca,Beauséjour,Casablanca-Settat,,,95.0,2.0,2.0,unknown,unknown,unknown,unknown,1280000.0,13473.68,appartement,sale,,unknown,Fri Aug 14 2026 16:31:10 GMT+0100 (UTC+01:00),,valid,,unique,,"Appartement à vendre 95 m², 2 chambres Beauséjour Casablanca",1 280 000 DH,"Beauséjour, Casablanca",95 m² 2 Chambres 2 Salles de bains,git:HEAD:data/raw/maisonlux_maroc_complet.csv
