listing_id,source,source_listing_id,city,neighborhood,region,latitude,longitude,surface_m2,bedrooms,bathrooms,furnished_status,parking,balcony,sea_view,price_mad,price_per_m2,property_type,transaction_type,publication_date,publication_date_status,scraped_at,url,validation_status,validation_reasons,deduplication_status,duplicate_of,title_raw,price_raw,location_raw,details_raw,source_record_path
mubawab.ma:content:2e0b513609d909522762e748,mubawab.ma,,Casablanca,Moulay Youssef,Casablanca-Settat,,,54.0,1.0,1.0,unknown,unknown,unknown,unknown,780000.0,14444.44,appartement,sale,,unknown,Fri Aug 14 2026 16:31:10 GMT+0100 (UTC+01:00),,valid,,unique,,Appartement moderne au cour de Casa,780 000 DH,"Moulay Youssef, Casablanca",54 m² 2 Pièces 1 Ch. 1 Salle de bain,git:HEAD:data/raw/maisonlux_maroc_complet.csv
mubawab.ma:content:7dc4a67430330a185cd35869,mubawab.ma,,Berrechid,Berrechid,Casablanca-Settat,,,101.0,2.0,1.0,unknown,unknown,unknown,unknown,671000.0,6643.56,appartement,sale,,unknown,Fri Aug 14 2026 16:31:10 GMT+0100 (UTC+01:00),,valid,,unique,,Vente Appartement à Berrechid,671 000 DH,"Berrechid, Berrechid",101 m² 4 Pièces 2 Chambres 1 Salle de bain,git:HEAD:data/raw/maisonlux_maroc_complet.csv
mubawab.ma:native:8398782,mubawab.ma,8398782,Bouskoura,Victoria,Casablanca-Settat,,,77.0,2.0,2.0,unknown,yes,yes,unknown,210500.0,2733.77,appartement,sale,,unknown,Wed Sep 02 2026 01:14:39 GMT+0100 (UTC+01:00),https://www.mubawab.ma/fr/a/8398782/appartement-moderne-%C3%A0-vendre-victoria-bouskoura,valid,,unique,,,,,,data\external\recovery_archive\20260902T224619Z\misplaced_notebook_data\data\raw\maisondelux_raw.csv
mubawab.ma:content:cd6b5ec58ba2ab89638510d0,mubawab.ma,,Casablanca,Ain Borja,Casablanca-Settat,,,105.0,2.0,1.0,unknown,unknown,unknown,unknown,800000.0,7619.05,appartement,sale,,unknown,Fri Aug 14 2026 16:31:10 GMT+0100 (UTC+01:00),,valid,,unique,,"Appartement à vendre 105 m², 2 chambres Ain Borja Casablanca",800 000 DH,"Ain Borja, Casablanca",105 m² 2 Chambres 1 Salle de bain,git:HEAD:data/raw/maisonlux_maroc_complet.csv
mubawab.ma:native:8282891,mubawab.ma,8282891,Casablanca,Ain Borja,Casablanca-Settat,,,100.0,2.0,2.0,furnished,yes,unknown,unknown,1100000.0,11000.0,appartement,sale,,unknown,Wed Sep 02 2026 12:18:20 GMT+0100 (UTC+01:00),https://www.mubawab.ma/fr/a/8282891/appartement-%C3%A0-vendre-de-100-0-m%C2%B2-%C3%A0-casablanca-ain-borja,valid,,unique,,,,,,data\external\recovery_archive\20260902T224619Z\misplaced_notebook_data\data\raw\maisondelux_raw.csv
mubawab.ma:content:6fecbf774f5bc227032b0388,mubawab.ma,,Salé,Tabriquet,Rabat-Salé-Kenitra,,,65.0,2.0,2.0,unknown,unknown,unknown,unknown,700000.0,10769.23,appartement,sale,,unknown,Fri Aug 14 2026 16:31:10 GMT+0100 (UTC+01:00),,valid,,unique,,Vente appartement,700 000 DH,"Tabriquet, Salé",65 m² 1 Pièce 2 Chambres 2 Salles de bains,git:HEAD:data/raw/maisonlux_maroc_complet.csv
mubawab.ma:url:fab46f7c15d12e31b9ed48d0,mubawab.ma,,Casablanca,l'achat à,Casablanca-Settat,,,80.0,2.0,1.0,unknown,unknown,unknown,unknown,880000.0,11000.0,appartement,sale,,unknown,Wed Sep 02 2026 04:19:41 GMT+0100 (UTC+01:00),https://www.mubawab.ma/fr/pa/8294692/appartement-%C3%A0-l-achat-%C3%A0-bournazil-surface-totale-80-m%C2%B2,valid,,unique,,,,,,data\external\recovery_archive\20260902T224619Z\misplaced_notebook_data\data\raw\maisondelux_raw.csv
mubawab.ma:native:8378792,mubawab.ma,8378792,Tanger,Castilla,Tangier-Tetouan-Al Hoceima,,,130.0,2.0,1.0,unknown,unknown,yes,unknown,1600000.0,12307.69,appartement,sale,,unknown,Tue Sep 01 2026 23:20:27 GMT+0100 (UTC+01:00),https://www.mubawab.ma/fr/a/8378792/appartement-%C3%A0-vendre-%C3%A0-castilla-%E2%80%93-tanger,valid,,unique,,,,,,data\external\recovery_archive\20260902T224619Z\misplaced_notebook_data\data\raw\maisondelux_raw.csv
mubawab.ma:native:8303924,mubawab.ma,8303924,Casablanca,Maârif,Casablanca-Settat,,,180.0,3.0,2.0,furnished,yes,yes,unknown,412000.0,2288.89,appartement,sale,,unknown,Wed Sep 02 2026 07:01:06 GMT+0100 (UTC+01:00),https://www.mubawab.ma/fr/a/8303924/bien-rare-maarif-terrasse-vue-sur-twins-et-parking,valid,,unique,,,,,,data\external\recovery_archive\20260902T224619Z\misplaced_notebook_data\data\raw\maisondelux_raw.csv
mubawab.ma:content:6adf50bf70fa9308dd2e1941,mubawab.ma,,Oujda,Andalous,Oriental,,,81.0,2.0,1.0,unknown,unknown,unknown,unknown,390000.0,4814.81,appartement,sale,,unknown,Fri Aug 14 2026 16:31:10 GMT+0100 (UTC+01:00),,valid,,unique,,Appartement 81m sidi Maafa,390 000 DH,"Andalous, Oujda",81 m² 3 Pièces 2 Chambres 1 Salle de bain,git:HEAD:data/raw/maisonlux_maroc_complet.csv
mubawab.ma:native:8380039,mubawab.ma,8380039,Agadir,laver Secteur Touristique à,Souss-Massa,,,98.0,2.0,2.0,furnished,yes,yes,yes,2300000.0,23469.39,appartement,sale,,unknown,Wed Sep 02 2026 00:47:01 GMT+0100 (UTC+01:00),https://www.mubawab.ma/fr/a/8380039/appartement-duplex-98m2-2-appartements-immiouadar-agadir,valid,,unique,,,,,,data\external\recovery_archive\20260902T224619Z\misplaced_notebook_data\data\raw\maisondelux_raw.csv
mubawab.ma:content:c7b1bb4e40e747e9e1efb126,mubawab.ma,,El Jadida,Hay Essalam,Casablanca-Settat,,,92.0,2.0,1.0,unknown,unknown,unknown,unknown,620000.0,6739.13,appartement,sale,,unknown,Fri Aug 14 2026 16:31:10 GMT+0100 (UTC+01:00),,valid,,unique,,"Appartement à vendre quartier Hay Essalem, El Jad",620 000 DH,"Hay Essalam, El Jadida",92 m² 4 Pièces 2 Chambres 1 Salle de bain,git:HEAD:data/raw/maisonlux_maroc_complet.csv
mubawab.ma:native:8363115,mubawab.ma,8363115,Casablanca,Anassi,Casablanca-Settat,,,63.0,2.0,1.0,unknown,unknown,unknown,unknown,7440000.0,118095.24,appartement,sale,,unknown,Wed Sep 02 2026 08:48:05 GMT+0100 (UTC+01:00),https://www.mubawab.ma/fr/a/8363115/appartement-%C3%A9l%C3%A9gant-%C3%A0-vendre-%C3%A0-anassi-15-%E2%80%93-emplace,valid,,unique,,,,,,data\external\recovery_archive\20260902T224619Z\misplaced_notebook_data\data\raw\maisondelux_raw.csv
mubawab.ma:content:f52d3d3cbf291e2d867729e7,mubawab.ma,,Marrakech,Hay Mabrouka,Marrakech-Safi,,,162.0,2.0,1.0,unknown,unknown,unknown,unknown,940000.0,5802.47,appartement,sale,,unknown,Fri Aug 14 2026 16:31:10 GMT+0100 (UTC+01:00),,valid,,unique,,Appartement spacieuse a marrakech,940 000 DH,"Hay Mabrouka, Marrakech",162 m² 3 Pièces 2 Chambres 1 Salle de bain,git:HEAD:data/raw/maisonlux_maroc_complet.csv
mubawab.ma:native:8102268,mubawab.ma,8102268,Bouznika,Dahomey Golf Beach,Casablanca-Settat,,,75.0,2.0,2.0,furnished,unknown,yes,yes,750000.0,10000.0,appartement,sale,,unknown,Wed Sep 02 2026 01:31:45 GMT+0100 (UTC+01:00),https://www.mubawab.ma/fr/a/8102268/superbe-appartement-%C3%A0-dahomey-golf-beach-bouznika,valid,,unique,,,,,,data\external\recovery_archive\20260902T224619Z\misplaced_notebook_data\data\raw\maisondelux_raw.csv
mubawab.ma:url:b10b00687c9b30c1bbcf018e,mubawab.ma,,Casablanca,Sidi Moumen,Casablanca-Settat,,,87.0,3.0,1.0,unknown,unknown,unknown,unknown,1745000.0,20057.47,appartement,sale,,unknown,Wed Sep 02 2026 02:55:00 GMT+0100 (UTC+01:00),https://www.mubawab.ma/fr/pa/8299921/appartement-%C3%A0-vendre-%C3%A0-sidi-moumen-87m%C2%B2,valid,,unique,,,,,,data\external\recovery_archive\20260902T224619Z\misplaced_notebook_data\data\raw\maisondelux_raw.csv
mubawab.ma:content:bbef89914bdd871505c1349f,mubawab.ma,,Casablanca,Californie,Casablanca-Settat,,,152.0,3.0,3.0,unknown,unknown,unknown,unknown,3040000.0,20000.0,appartement,sale,,unknown,Fri Aug 14 2026 16:31:10 GMT+0100 (UTC+01:00),,valid,,unique,,Appartement 152m² haut standing à Californie,3 040 000 DH,"Californie, Casablanca",152 m² 3 Pièces 3 Chambres 3 Salles de bains,git:HEAD:data/raw/maisonlux_maroc_complet.csv
mubawab.ma:native:8264124,mubawab.ma,8264124,Casablanca,Sidi Maarouf,Casablanca-Settat,,,128.0,2.0,1.0,furnished,yes,yes,unknown,16950000.0,132421.88,appartement,sale,,unknown,Wed Sep 02 2026 13:44:38 GMT+0100 (UTC+01:00),https://www.mubawab.ma/fr/a/8264124/appartement-%C3%A0-vendre-128-m%C2%B2-2-chambres-sidi-maarouf-casablanca,valid,,unique,,,,,,data\external\recovery_archive\20260902T224619Z\misplaced_notebook_data\data\raw\maisondelux_raw.csv
mubawab.ma:content:7b41edc30f3b8e36d6a8e4bd,mubawab.ma,,Marrakech,Les Portes de Marrakech,Marrakech-Safi,,,140.0,3.0,2.0,unknown,unknown,unknown,unknown,16000000.0,114285.71,appartement,sale,,unknown,Fri Aug 14 2026 16:31:10 GMT+0100 (UTC+01:00),,valid,,unique,,Bel appartement à vendre à Les Portes de Marrakech. 1 Pièce...,16 000 000 DH,"Les Portes de Marrakech, Marrakech",140 m² 1 Pièce 3 Chambres 2 Salles de bains,git:HEAD:data/raw/maisonlux_maroc_complet.csv
mubawab.ma:content:8d7b1088fb96a32f1c9d63c9,mubawab.ma,,Casablanca,Sidi Belyout,Casablanca-Settat,,,54.0,1.0,2.0,unknown,unknown,unknown,unknown,700000.0,12962.96,appartement,sale,,unknown,Fri Aug 14 2026 16:31:10 GMT+0100 (UTC+01:00),,valid,,unique,,Bel appartement à vendre à Sidi Belyout. 1 chambre. Bien meu...,700 000 DH,"Sidi Belyout, Casablanca",54 m² 4 Pièces 1 Ch. 2 Salles de bains,git:HEAD:data/raw/maisonlux_maroc_complet.csv
mubawab.ma:native:8334306,mubawab.ma,8334306,Agadir,vos projets immobiliers à,Souss-Massa,,,142.0,2.0,2.0,unknown,unknown,yes,yes,3300000.0,23239.44,appartement,sale,,unknown,Wed Sep 02 2026 00:57:40 GMT+0100 (UTC+01:00),https://www.mubawab.ma/fr/a/8334306/appartement-142-m%C2%B2-3-pi%C3%A8ces,valid,,unique,,,,,,data\external\recovery_archive\20260902T224619Z\misplaced_notebook_data\data\raw\maisondelux_raw.csv
mubawab.ma:native:8371418,mubawab.ma,8371418,Casablanca,Ain Diab Extension,Casablanca-Settat,,,107.0,3.0,2.0,furnished,yes,yes,unknown,2500000.0,23364.49,appartement,sale,,unknown,Wed Sep 02 2026 08:37:11 GMT+0100 (UTC+01:00),https://www.mubawab.ma/fr/a/8371418/appartement-%C3%A0-vendre-de-107-0-m%C2%B2-%C3%A0-casablanca-ain-diab-extension-2,valid,,unique,,,,,,data\external\recovery_archive\20260902T224619Z\misplaced_notebook_data\data\raw\maisondelux_raw.csv
mubawab.ma:content:bc52ebdea2bbf7b2ea588238,mubawab.ma,,Casablanca,Hay Chifa,Casablanca-Settat,,,88.0,2.0,1.0,unknown,unknown,unknown,unknown,740000.0,8409.09,appartement,sale,,unknown,Fri Aug 14 2026 16:31:10 GMT+0100 (UTC+01:00),,valid,,unique,,Vente d'un bel appartement à Hay Chifa. 3 grandes pièces. Po...,740 000 DH,"Hay Chifa, Casablanca",88 m² 2 Pièces 2 Chambres 1 Salle de bain,git:HEAD:data/raw/maisonlux_maroc_complet.csv
mubawab.ma:native:8307667,mubawab.ma,8307667,Casablanca,Mers Sultan,Casablanca-Settat,,,51.0,2.0,1.0,furnished,yes,unknown,unknown,5900000.0,115686.27,appartement,sale,,unknown,Wed Sep 02 2026 11:23:27 GMT+0100 (UTC+01:00),https://www.mubawab.ma/fr/a/8307667/joli-studio-51-m%C2%B2-mers-sultan,valid,,unique,,,,,,data\external\recovery_archive\20260902T224619Z\misplaced_notebook_data\data\raw\maisondelux_raw.csv
mubawab.ma:content:c0d0f252baad1be2c38acd29,mubawab.ma,,Meknès,Al bassatine,Fez-Meknes,,,84.0,2.0,2.0,unknown,unknown,unknown,unknown,450000.0,5357.14,appartement,sale,,unknown,Fri Aug 14 2026 16:31:10 GMT+0100 (UTC+01:00),,valid,,unique,,Bel apart avec deux façades,450 000 DH,"Al bassatine, Meknes",84 m² 3 Pièces 2 Chambres 2 Salles de bains,git:HEAD:data/raw/maisonlux_maroc_complet.csv
mubawab.ma:native:8265324,mubawab.ma,8265324,Casablanca,Oasis,Casablanca-Settat,,,131.0,3.0,6.0,furnished,yes,unknown,unknown,3100000.0,23664.12,appartement,sale,,unknown,Wed Sep 02 2026 12:19:48 GMT+0100 (UTC+01:00),https://www.mubawab.ma/fr/a/8265324/appartement-%C3%A0-vendre-de-131-0-m%C2%B2-%C3%A0-casablanca-oasis,valid,,unique,,,,,,data\external\recovery_archive\20260902T224619Z\misplaced_notebook_data\data\raw\maisondelux_raw.csv
mubawab.ma:url:0d5d99c336746d8fb9e3f93b,mubawab.ma,,Marrakech,Hivernage,Marrakech-Safi,,,80.0,2.0,1.0,unknown,yes,yes,unknown,2960000.0,37000.0,appartement,sale,,unknown,Wed Sep 02 2026 17:23:59 GMT+0100 (UTC+01:00),https://www.mubawab.ma/fr/pa/8235427/appartement-%C3%A0-vendre-%C3%A0-hivernage-surface-de-80-m%C2%B2,valid,,unique,,,,,,data\external\recovery_archive\20260902T224619Z\misplaced_notebook_data\data\raw\maisondelux_raw.csv
mubawab.ma:content:4ca7ff924965560c87cf2f27,mubawab.ma,,Tanger,Hay El Boughaz,Tangier-Tetouan-Al Hoceima,,,105.0,2.0,1.0,unknown,unknown,unknown,unknown,1250000.0,11904.76,appartement,sale,,unknown,Fri Aug 14 2026 16:31:10 GMT+0100 (UTC+01:00),,valid,,unique,,Vend appartement à Hay El Boughaz. Superficie 105 m². Bien m...,1 250 000 DH,"Hay El Boughaz, Tanger",105 m² 1 Pièce 2 Chambres 1 Salle de bain,git:HEAD:data/raw/maisonlux_maroc_complet.csv
mubawab.ma:url:483b860a5d7c3fbec309fe3a,mubawab.ma,,Casablanca,Aïn Sebaâ,Casablanca-Settat,,,220.0,2.0,2.0,unknown,yes,yes,unknown,950000.0,4318.18,appartement,sale,,unknown,Wed Sep 02 2026 02:57:59 GMT+0100 (UTC+01:00),https://www.mubawab.ma/fr/pa/8278963/appartement-%C3%A0-vendre-%C3%A0-a%C3%AFn-seba%C3%A2-surface-82m%C2%B220m%C2%B2-terrasse,valid,,unique,,,,,,data\external\recovery_archive\20260902T224619Z\misplaced_notebook_data\data\raw\maisondelux_raw.csv
mubawab.ma:content:b30a9d5bd44259b3cea56681,mubawab.ma,,Kénitra,Maghrib Arabi,Rabat-Salé-Kenitra,,,109.0,3.0,2.0,unknown,unknown,unknown,unknown,890000.0,8165.14,appartement,sale,,unknown,Fri Aug 14 2026 16:31:10 GMT+0100 (UTC+01:00),,valid,,unique,,Bel Appart Double façades,890 000 DH,"Maghrib Arabi, Kénitra",109 m² 5 Pièces 3 Chambres 2 Salles de bains,git:HEAD:data/raw/maisonlux_maroc_complet.csv
mubawab.ma:native:8362236,mubawab.ma,8362236,Casablanca,Sidi Moumen,Casablanca-Settat,,,215.0,4.0,2.0,furnished,unknown,yes,unknown,1150000.0,5348.84,appartement,sale,,unknown,Wed Sep 02 2026 07:33:43 GMT+0100 (UTC+01:00),https://www.mubawab.ma/fr/a/8362236/appartement-%C3%A0-vendre-de-215-0-m%C2%B2-%C3%A0-casablanca-sidi-moumen,valid,,unique,,,,,,data\external\recovery_archive\20260902T224619Z\misplaced_notebook_data\data\raw\maisondelux_raw.csv
mubawab.ma:native:8295215,mubawab.ma,8295215,Casablanca,Hay Moulay Rachid 1,Casablanca-Settat,,,92.0,2.0,1.0,unknown,yes,unknown,unknown,12900000.0,140217.39,appartement,sale,,unknown,Wed Sep 02 2026 12:12:23 GMT+0100 (UTC+01:00),https://www.mubawab.ma/fr/a/8295215/appartement-en-vente-%C3%A0-hay-moulay-rachid-1-1-pi%C3%A8ce-ascenseur-et-places-de-parking,valid,,unique,,,,,,data\external\recovery_archive\20260902T224619Z\misplaced_notebook_data\data\raw\maisondelux_raw.csv
mubawab.ma:native:8395468,mubawab.ma,8395468,Tanger,Malabata,Tangier-Tetouan-Al Hoceima,,,54.0,2.0,1.0,furnished,yes,unknown,unknown,1250000.0,23148.15,appartement,sale,,unknown,Tue Sep 01 2026 23:15:26 GMT+0100 (UTC+01:00),https://www.mubawab.ma/fr/a/8395468/superbe-appartement-%C3%A0-vendre-%C3%A0-malabata-superficie-54-m%C2%B2-avec-ascenseur,valid,,unique,,,,,,data\external\recovery_archive\20260902T224619Z\misplaced_notebook_data\data\raw\maisondelux_raw.csv
mubawab.ma:native:8373391,mubawab.ma,8373391,Casablanca,Oasis,Casablanca-Settat,,,163.0,3.0,2.0,unknown,yes,unknown,unknown,711500.0,4365.03,appartement,sale,,unknown,Wed Sep 02 2026 07:36:01 GMT+0100 (UTC+01:00),https://www.mubawab.ma/fr/a/8373391/appartement-%C3%A0-louer-sur-oasis,valid,,unique,,,,,,data\external\recovery_archive\20260902T224619Z\misplaced_notebook_data\data\raw\maisondelux_raw.csv
mubawab.ma:content:a4e236405077dd29aff2f1e7,mubawab.ma,,Casablanca,Racine,Casablanca-Settat,,,117.0,2.0,2.0,unknown,unknown,unknown,unknown,2550000.0,21794.87,appartement,sale,,unknown,Fri Aug 14 2026 16:31:10 GMT+0100 (UTC+01:00),,valid,,unique,,Vente Appartement à racine,2 550 000 DH,"Racine, Casablanca",117 m² 3 Pièces 2 Chambres 2 Salles de bains,git:HEAD:data/raw/maisonlux_maroc_complet.csv
mubawab.ma:content:0406d6c5821e86e7c55967d4,mubawab.ma,,Marrakech,Samlalia,Marrakech-Safi,,,125.0,2.0,1.0,unknown,unknown,unknown,unknown,980000.0,7840.0,appartement,sale,,unknown,Fri Aug 14 2026 16:31:10 GMT+0100 (UTC+01:00),,valid,,unique,,Bel appartement à vendre à Samlalia. 3 pièces confortables,980 000 DH,"Samlalia, Marrakech",125 m² 3 Pièces 2 Chambres 1 Salle de bain,git:HEAD:data/raw/maisonlux_maroc_complet.csv
mubawab.ma:content:cbb82e0617322519dd5d9235,mubawab.ma,,Casablanca,Oulfa,Casablanca-Settat,,,167.0,4.0,2.0,unknown,unknown,unknown,unknown,1400000.0,8383.23,appartement,sale,,unknown,Fri Aug 14 2026 16:31:10 GMT+0100 (UTC+01:00),,valid,,unique,,Appartement spacieux de 167 m2 à vendre,1 400 000 DH,"Oulfa, Casablanca",167 m² 4 Pièces 4 Chambres 2 Salles de bains,git:HEAD:data/raw/maisonlux_maroc_complet.csv
mubawab.ma:content:36373788d7fe31feebeb6aee,mubawab.ma,,Casablanca,Val Fleury,Casablanca-Settat,,,138.0,3.0,2.0,unknown,unknown,unknown,unknown,2300000.0,16666.67,appartement,sale,,unknown,Fri Aug 14 2026 16:31:10 GMT+0100 (UTC+01:00),,valid,,unique,,Appartement Chic 3C 138m2 dernier étg Val fleuri,2 300 000 DH,"Val Fleury, Casablanca",138 m² 9 Pièces 3 Chambres 2 Salles de bains,git:HEAD:data/raw/maisonlux_maroc_complet.csv
mubawab.ma:content:792c48a5dc3d61fbcf94a752,mubawab.ma,,Marrakech,Samlalia,Marrakech-Safi,,,115.0,2.0,1.0,unknown,unknown,unknown,unknown,1200000.0,10434.78,appartement,sale,,unknown,Fri Aug 14 2026 16:31:10 GMT+0100 (UTC+01:00),,valid,,unique,,Spacieux appartement à Semlalia 115 m²,1 200 000 DH,"Samlalia, Marrakech",115 m² 3 Pièces 2 Chambres 1 Salle de bain,git:HEAD:data/raw/maisonlux_maroc_complet.csv
mubawab.ma:native:8342084,mubawab.ma,8342084,Casablanca,Oasis,Casablanca-Settat,,,146.0,3.0,3.0,furnished,yes,unknown,unknown,3400000.0,23287.67,appartement,sale,,unknown,Wed Sep 02 2026 11:11:35 GMT+0100 (UTC+01:00),https://www.mubawab.ma/fr/a/8342084/appartement-146m%C2%B2-%C3%A0-oasis-square-%C3%A0-vendre,valid,,unique,,,,,,data\external\recovery_archive\20260902T224619Z\misplaced_notebook_data\data\raw\maisondelux_raw.csv
mubawab.ma:content:8846d34b0d29f90f0a9ef1b7,mubawab.ma,,Témara,Al Moustakbal,Rabat-Salé-Kenitra,,,126.0,2.0,2.0,unknown,unknown,unknown,unknown,850000.0,6746.03,appartement,sale,,unknown,Fri Aug 14 2026 16:31:10 GMT+0100 (UTC+01:00),,valid,,unique,,Appartement en vente à Al Moustakbal. Surface totale 126 m²,850 000 DH,"Al Moustakbal, Temara",126 m² 1 Pièce 2 Chambres 2 Salles de bains,git:HEAD:data/raw/maisonlux_maroc_complet.csv
mubawab.ma:content:b17ada2b38bb0e5ab450b4ef,mubawab.ma,,Casablanca,Burger,Casablanca-Settat,,,191.0,2.0,1.0,unknown,unknown,unknown,unknown,1800000.0,9424.08,appartement,sale,,unknown,Fri Aug 14 2026 16:31:10 GMT+0100 (UTC+01:00),,valid,,unique,,"Appartement à vendre 191 m², 2 chambres Burger Casablanca",1 800 000 DH,"Burger, Casablanca",191 m² 2 Chambres 1 Salle de bain,git:HEAD:data/raw/maisonlux_maroc_complet.csv
mubawab.ma:content:1cabf3e351df4468a89fbaf7,mubawab.ma,,Casablanca,Roches Noires,Casablanca-Settat,,,75.0,2.0,1.0,unknown,unknown,unknown,unknown,770000.0,10266.67,appartement,sale,,unknown,Fri Aug 14 2026 16:31:10 GMT+0100 (UTC+01:00),,valid,,unique,,Appartement de charme à Roche Noire,770 000 DH,"Roches Noires, Casablanca",75 m² 2 Pièces 2 Chambres 1 Salle de bain,git:HEAD:data/raw/maisonlux_maroc_complet.csv
mubawab.ma:native:8217604,mubawab.ma,8217604,Marrakech,Guéliz,Marrakech-Safi,,,100.0,2.0,1.0,furnished,unknown,unknown,unknown,1190000.0,11900.0,appartement,sale,,unknown,Wed Sep 02 2026 21:56:04 GMT+0100 (UTC+01:00),https://www.mubawab.ma/fr/a/8217604/gueliz-appartement-%C3%A0-r%C3%A9nover-avec-vue-d%C3%A9gag%C3%A9e,valid,,unique,,,,,,data\external\recovery_archive\20260902T224619Z\misplaced_notebook_data\data\raw\maisondelux_raw.csv
mubawab.ma:native:8405034,mubawab.ma,8405034,Casablanca,Al Azhar,Casablanca-Settat,,,67.0,3.0,1.0,unknown,unknown,unknown,unknown,9460000.0,141194.03,appartement,sale,,unknown,Wed Sep 02 2026 04:27:56 GMT+0100 (UTC+01:00),https://www.mubawab.ma/fr/a/8405034/appartement-%C3%A0-vendre-%C3%A0-al-azhar-superficie-67-m%C2%B2-salon-traditionnel-marocain-r%C3%A9sidence-s%C3%A9curis%C3%A9e,valid,,unique,,,,,,data\external\recovery_archive\20260902T224619Z\misplaced_notebook_data\data\raw\maisondelux_raw.csv
mubawab.ma:content:455b88a46156291699d3cb1a,mubawab.ma,,Agadir,Al Wifaq,Souss-Massa,,,120.0,3.0,4.0,furnished,unknown,unknown,unknown,1450000.0,12083.33,appartement,sale,,unknown,Fri Aug 14 2026 16:31:10 GMT+0100 (UTC+01:00),,valid,,unique,,Appartement à vendre à Al Wifaq. 3 pièces. Bien meublé,1 450 000 DH,"Al Wifaq, Agadir",120 m² 3 Pièces 3 Chambres 4 Salles de bains,git:HEAD:data/raw/maisonlux_maroc_complet.csv
mubawab.ma:content:ae6a1e912bb3bbeac73a4bb8,mubawab.ma,,Marrakech,Samlalia,Marrakech-Safi,,,84.0,2.0,1.0,unknown,unknown,unknown,unknown,820000.0,9761.9,appartement,sale,,unknown,Fri Aug 14 2026 16:31:10 GMT+0100 (UTC+01:00),,valid,,unique,,Appartement en vente à Samlalia. 3 pièces confortables. Asce...,820 000 DH,"Samlalia, Marrakech",84 m² 3 Pièces 2 Chambres 1 Salle de bain,git:HEAD:data/raw/maisonlux_maroc_complet.csv
mubawab.ma:native:8386720,mubawab.ma,8386720,Marrakech,l’un des quartiers les plus recherchés de,Marrakech-Safi,,,166.0,3.0,4.0,unknown,yes,yes,unknown,2700000.0,16265.06,appartement,sale,,unknown,Wed Sep 02 2026 21:56:57 GMT+0100 (UTC+01:00),https://www.mubawab.ma/fr/a/8386720/appartement-de-prestige-166-m%C2%B2-%C3%A0-vendre-%E2%80%93-3-suites-%E2%80%93-r%C3%A9sidence-avec-piscine-%E2%80%93-semlalia-marrakech,valid,,unique,,,,,,data\external\recovery_archive\20260902T224619Z\misplaced_notebook_data\data\raw\maisondelux_raw.csv
mubawab.ma:content:95e8b41dc59b9c688965a590,mubawab.ma,,Marrakech,Hivernage,Marrakech-Safi,,,165.0,2.0,,unknown,unknown,unknown,unknown,11000000.0,66666.67,appartement,sale,,unknown,Fri Aug 14 2026 16:31:10 GMT+0100 (UTC+01:00),,valid,,unique,,Magnifique appartement situé dans une résidence sécurisée su...,11 000 000 DH,"Hivernage, Marrakech",165 m² 3 Pièces 2 Chambres,git:HEAD:data/raw/maisonlux_maroc_complet.csv
mubawab.ma:native:8395953,mubawab.ma,8395953,Casablanca,Maârif,Casablanca-Settat,,,154.0,3.0,2.0,unfurnished,yes,yes,unknown,300000.0,1948.05,appartement,sale,,unknown,Wed Sep 02 2026 06:50:40 GMT+0100 (UTC+01:00),https://www.mubawab.ma/fr/a/8395953/vente-spacieux-appartement-maarif,valid,,unique,,,,,,data\external\recovery_archive\20260902T224619Z\misplaced_notebook_data\data\raw\maisondelux_raw.csv
mubawab.ma:native:8290353,mubawab.ma,8290353,Casablanca,Oulfa,Casablanca-Settat,,,60.0,2.0,1.0,unknown,unknown,yes,unknown,6430000.0,107166.67,appartement,sale,,unknown,Wed Sep 02 2026 12:15:21 GMT+0100 (UTC+01:00),https://www.mubawab.ma/fr/a/8290353/appartement-%C3%A0-vendre-%C3%A0-oulfa-casablanca,valid,,unique,,,,,,data\external\recovery_archive\20260902T224619Z\misplaced_notebook_data\data\raw\maisondelux_raw.csv
mubawab.ma:content:0608b927408e739e826ab094,mubawab.ma,,Marrakech,Camp Al Ghoul,Marrakech-Safi,,,134.0,3.0,2.0,unknown,unknown,unknown,unknown,1550000.0,11567.16,appartement,sale,,unknown,Fri Aug 14 2026 16:31:10 GMT+0100 (UTC+01:00),,valid,,unique,,À vendre Appartement avec grande terrasse VH Marrakech,1 550 000 DH,"Camp Al Ghoul, Marrakech",134 m² 4 Pièces 3 Chambres 2 Salles de bains,git:HEAD:data/raw/maisonlux_maroc_complet.csv
mubawab.ma:content:caed8eb0b5b144bb9e235e18,mubawab.ma,,Témara,Masrou 1,Rabat-Salé-Kenitra,,,108.0,3.0,2.0,unknown,unknown,unknown,unknown,1000000.0,9259.26,appartement,sale,,unknown,Fri Aug 14 2026 16:31:10 GMT+0100 (UTC+01:00),,valid,,unique,,Appartement à Vendre,1 000 000 DH,"Masrou 1, Temara",108 m² 4 Pièces 3 Chambres 2 Salles de bains,git:HEAD:data/raw/maisonlux_maroc_complet.csv
